time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.2493;   -0.8267;    0.2481;   -0.6281;   -0.4323;   -0.2230;   -0.2652;    0.1634;    0.2390;   -0.1340;   -0.1170;    0.0841;
   2;    1.1793;   -1.0001;    0.3764;   -0.6654;   -0.4283;   -0.1583;   -0.2957;    0.1545;    0.2107;   -0.1741;   -0.1335;    0.0874;
   3;    0.9560;   -0.8204;    0.2131;   -0.5863;   -0.4039;   -0.1777;   -0.2595;    0.1284;    0.2002;   -0.1934;   -0.1456;    0.1406;
   4;    0.9198;   -0.7928;    0.0949;   -0.5418;   -0.3475;   -0.1846;   -0.2121;    0.0859;    0.1536;   -0.2238;   -0.1456;    0.1893;
   5;    0.9360;   -0.8477;    0.1113;   -0.5284;   -0.3362;   -0.1147;   -0.2230;    0.0502;    0.1041;   -0.2492;   -0.1316;    0.2095;
   6;    1.2060;   -0.9689;    0.1892;   -0.5367;   -0.2996;   -0.0374;   -0.2740;    0.0247;    0.1081;   -0.2699;   -0.1434;    0.2141;
   7;    1.0485;   -0.8254;    0.0628;   -0.4492;   -0.2670;   -0.0196;   -0.2490;   -0.0191;    0.0650;   -0.2959;   -0.1420;    0.2335;
   8;    1.0984;   -0.9178;    0.1831;   -0.5048;   -0.1601;   -0.0045;   -0.2766;   -0.0315;   -0.0036;   -0.3299;   -0.1210;    0.2393;
   9;    1.1130;   -1.0297;    0.3445;   -0.5523;   -0.0423;    0.0405;   -0.3554;   -0.0437;   -0.0980;   -0.3632;   -0.0599;    0.2687;
  10;    0.9974;   -0.9998;    0.3536;   -0.5186;    0.0006;    0.0630;   -0.3580;   -0.0884;   -0.1448;   -0.3654;   -0.0152;    0.2938;
  11;    0.8025;   -0.8595;    0.2865;   -0.4638;    0.0688;    0.0279;   -0.3200;   -0.1473;   -0.1747;   -0.3360;   -0.0081;    0.3103;
  12;    0.6791;   -0.8127;    0.3087;   -0.4038;    0.1010;    0.0330;   -0.3250;   -0.1939;   -0.1924;   -0.3152;    0.0134;    0.2824;
  13;    0.5394;   -0.8036;    0.3611;   -0.3501;    0.1057;    0.0434;   -0.3408;   -0.2359;   -0.2136;   -0.2977;    0.0417;    0.2458;
  14;    0.3864;   -0.8146;    0.3733;   -0.3223;    0.1285;    0.0210;   -0.3212;   -0.2710;   -0.2381;   -0.2844;    0.0531;    0.2339;
  15;    0.2611;   -0.8197;    0.3959;   -0.3139;    0.1553;    0.0276;   -0.3304;   -0.3167;   -0.2340;   -0.2492;    0.0580;    0.2084;
  16;    0.2039;   -0.8287;    0.4395;   -0.2992;    0.1755;    0.0563;   -0.3595;   -0.3190;   -0.2299;   -0.2271;    0.0693;    0.1738;
  17;    0.1436;   -0.8165;    0.4719;   -0.2585;    0.2068;    0.0646;   -0.3097;   -0.3500;   -0.2186;   -0.2039;    0.0459;    0.1386;
  18;    0.0983;   -0.8450;    0.5160;   -0.1958;    0.2380;    0.0905;   -0.2816;   -0.3731;   -0.2065;   -0.1982;    0.0100;    0.0844;
  19;    0.0654;   -0.8537;    0.5718;   -0.1674;    0.2493;    0.1145;   -0.3088;   -0.3876;   -0.1978;   -0.1803;   -0.0018;    0.0332;
  20;   -0.0050;   -0.7961;    0.6086;   -0.1612;    0.2692;    0.0936;   -0.3089;   -0.4259;   -0.1869;   -0.1385;   -0.0165;    0.0057;
  21;   -0.0782;   -0.7792;    0.6478;   -0.1511;    0.3038;    0.0504;   -0.2949;   -0.4434;   -0.1816;   -0.1020;   -0.0443;   -0.0119;
