time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.8225;   -0.1781;   -0.0639;   -0.5851;   -0.0737;   -0.5857;   -0.0889;    0.2171;    0.0337;   -0.2469;   -0.0693;    0.1089;
   2;    0.7722;   -0.1841;   -0.0888;   -0.5408;   -0.0586;   -0.5393;   -0.0733;    0.1921;    0.0104;   -0.2947;   -0.0908;    0.1200;
   3;    0.7137;   -0.0894;   -0.1675;   -0.5245;    0.0528;   -0.5704;   -0.0256;    0.1445;   -0.0312;   -0.3075;   -0.1094;    0.1346;
   4;    0.7024;   -0.0525;   -0.2134;   -0.4679;    0.1010;   -0.5225;   -0.0121;    0.0887;   -0.0738;   -0.3360;   -0.0875;    0.1447;
   5;    0.7644;   -0.0915;   -0.2376;   -0.4307;    0.1402;   -0.4515;    0.0054;    0.0369;   -0.1329;   -0.3767;   -0.0616;    0.1684;
   6;    0.8087;   -0.2055;   -0.1841;   -0.3896;    0.2034;   -0.4276;   -0.0338;    0.0030;   -0.2224;   -0.3426;   -0.0579;    0.2045;
   7;    0.7351;   -0.2045;   -0.2124;   -0.2664;    0.2529;   -0.3738;   -0.0660;   -0.1107;   -0.2639;   -0.3101;   -0.0057;    0.2218;
   8;    0.6315;   -0.2685;   -0.1336;   -0.1623;    0.2384;   -0.3153;   -0.0606;   -0.2159;   -0.2966;   -0.2580;    0.0414;    0.2103;
   9;    0.6072;   -0.3809;   -0.0043;   -0.0236;    0.2221;   -0.2946;   -0.0502;   -0.2886;   -0.3021;   -0.2020;    0.0938;    0.1667;
  10;    0.5526;   -0.5108;    0.1887;   -0.0195;    0.2943;   -0.2652;   -0.1153;   -0.2107;   -0.3846;   -0.1204;    0.0947;    0.0599;
  11;    0.5101;   -0.5254;    0.2250;    0.0827;    0.3041;   -0.2460;   -0.1193;   -0.2288;   -0.3356;   -0.1252;    0.0807;   -0.0046;
  12;    0.3754;   -0.4129;    0.2205;    0.1896;    0.3395;   -0.2926;   -0.0885;   -0.2758;   -0.2478;   -0.1289;    0.0641;   -0.0703;
