time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.9022;    0.1234;   -0.0387;   -0.7420;    0.3508;   -0.6093;   -0.0863;    0.2441;    0.0099;    0.0310;   -0.2488;    0.0482;
   2;    0.7201;    0.0900;    0.0618;   -0.7031;    0.2580;   -0.4143;   -0.1500;    0.1998;    0.1474;   -0.0498;   -0.2548;    0.1053;
   3;    0.6277;    0.1675;    0.0612;   -0.6361;    0.2383;   -0.3874;   -0.1602;    0.1805;    0.1735;   -0.0891;   -0.2712;    0.1404;
   4;    0.7137;    0.2223;   -0.0199;   -0.5725;    0.2801;   -0.4151;   -0.0499;    0.1177;    0.1060;   -0.0990;   -0.2679;    0.1507;
   5;    0.6798;    0.2580;   -0.0980;   -0.5745;    0.3261;   -0.3763;    0.0050;    0.0353;    0.0214;   -0.1132;   -0.2334;    0.1661;
   6;    0.7264;    0.2601;   -0.1255;   -0.5920;    0.4698;   -0.2816;   -0.0112;   -0.0809;   -0.0981;   -0.0872;   -0.1844;    0.1867;
   7;    0.8584;    0.1253;   -0.2021;   -0.4684;    0.5999;   -0.3102;   -0.1056;   -0.1045;   -0.0630;   -0.0402;   -0.2180;    0.1477;
   8;    0.8397;   -0.0323;   -0.1099;   -0.3774;    0.6189;   -0.1989;   -0.1792;   -0.1404;   -0.0678;   -0.0822;   -0.1524;    0.2015;
   9;    0.5566;    0.1562;   -0.2005;   -0.2905;    0.6193;   -0.1220;   -0.1620;   -0.1875;   -0.0366;   -0.1608;   -0.0955;    0.1712;
  10;    0.4223;    0.2459;   -0.3593;   -0.1624;    0.6682;   -0.1474;   -0.1788;   -0.2092;   -0.0070;   -0.1641;   -0.0222;    0.0572;
  11;    0.3511;    0.1362;   -0.2396;   -0.0786;    0.6186;   -0.0175;   -0.2421;   -0.2940;    0.1443;   -0.2938;    0.0812;    0.0298;
  12;    0.3583;    0.0234;   -0.1928;   -0.0094;    0.5667;   -0.0364;   -0.1599;   -0.3364;    0.1072;   -0.2357;    0.0247;    0.0630;
  13;    0.4178;   -0.1274;   -0.0818;    0.1285;    0.5134;   -0.0804;   -0.0765;   -0.3383;    0.0124;   -0.1601;   -0.0712;    0.1591;
  14;    0.4069;   -0.2285;    0.0578;    0.1495;    0.5690;   -0.0898;   -0.0962;   -0.3265;    0.0460;   -0.1935;   -0.1024;    0.1707;
  15;    0.4033;   -0.2888;    0.0293;    0.2317;    0.5249;   -0.0445;   -0.1225;   -0.3519;    0.0899;   -0.2212;   -0.0442;    0.0710;
  16;    0.4192;   -0.3491;    0.0972;    0.3094;    0.4509;   -0.0612;   -0.0950;   -0.3431;    0.0964;   -0.2493;   -0.0392;    0.0794;
  17;    0.3463;   -0.3357;    0.0737;    0.4003;    0.5314;   -0.1219;   -0.1220;   -0.2929;    0.0864;   -0.2145;   -0.0437;    0.0406;
