time;open;close;diff;volume;
   1;   55.8686;   54.6089;   -1.3374;1434711.4286;
   2;   56.5437;   55.4466;   -0.9584;1441794.2857;
   3;   56.9974;   56.3171;   -0.6304;1421148.5714;
   4;   57.3497;   57.2014;   -0.2615;1170911.4286;
   5;   57.6789;   57.4571;   -0.0934;1390274.2857;
   6;   57.9863;   57.6863;   -0.7223;1317780.0000;
   7;   59.1214;   57.8423;   -0.4276;1286457.1429;
   8;   58.3034;   59.1746;    0.0899;1498348.5714;
   9;   58.0520;   58.2983;    0.6089;1705291.4286;
  10;   57.9957;   58.0520;   -0.2176;1381685.7143;
  11;   58.7149;   57.9957;   -0.3019;848125.7143;
  12;   58.6037;   58.6986;   -0.2849;769582.8571;
  13;   58.8637;   58.6689;   -0.0446;1124228.5714;
  14;   58.8071;   58.9560;    0.3900;1301014.2857;
  15;   57.8097;   58.9203;    0.7112;1229091.4286;
  16;   57.7403;   57.6014;   -0.0836;1671431.4286;
  17;   59.2317;   57.4623;   -1.8015;1694931.4286;
  18;   61.6594;   59.0637;   -2.1948;1127928.5714;
  19;   62.8043;   61.7466;   -1.3423;627357.1429;
  20;   63.0809;   62.8077;   -0.3396;976617.1429;
  21;   63.0849;   63.0457;    0.0969;1151665.7143;
  22;   62.4909;   63.1131;    0.6437;1221697.1429;
  23;   61.1989;   62.3006;    1.0044;1130602.8571;
  24;   60.3820;   60.9220;    0.3834;1037480.0000;
  25;   60.9631;   60.1763;   -0.5227;792488.5714;
  26;   61.8286;   61.0531;   -0.8420;839920.0000;
  27;   62.2911;   61.8869;   -0.3686;1202037.1429;
  28;   62.2826;   62.4077;    0.0425;1665734.2857;
  29;   61.9254;   62.1206;    0.1785;2099302.8571;
  30;   60.7463;   60.8980;    0.2674;1708837.1429;
  31;   59.0591;   59.5946;    0.3935;1484497.1429;
  32;   57.9977;   58.5346;    0.7418;980777.1429;
  33;   57.1457;   58.1477;    0.7689;1451291.4286;
  34;   56.7600;   57.1457;    0.5289;1697471.4286;
  35;   56.8977;   56.7600;   -0.3445;1805394.2857;
  36;   57.9623;   56.8977;   -0.7523;1256888.5714;
  37;   58.4409;   57.9623;   -0.5425;1007020.0000;
  38;   58.5477;   58.4409;   -0.3782;1255045.7143;
  39;   59.4620;   58.5314;   -0.7057;1300488.5714;
  40;   60.2929;   59.5271;   -0.7208;1238391.4286;
  41;   60.4369;   60.3851;   -0.0924;920085.7143;
  42;   60.2537;   60.5020;    0.0635;1033245.7143;
  43;   60.5920;   60.2374;   -0.1790;910145.7143;
  44;   60.7854;   60.5920;   -0.1185;1033948.5714;
  45;   60.4354;   60.7854;    0.0960;941360.0000;
  46;   60.4154;   60.4354;    0.3034;1408731.4286;
  47;   59.9183;   60.4420;    0.3231;1398591.4286;
  48;   59.5500;   59.8120;    0.3310;2254182.8571;
  49;   59.4237;   59.3994;   -0.0790;2466905.7143;
  50;   59.7166;   59.3174;   -0.2924;2255648.5714;
  51;   59.9889;   59.7003;   -0.3781;1358768.5714;
  52;   60.5240;   60.1603;   -0.2957;1196782.8571;
  53;   61.0177;   60.7669;   -0.3995;1117697.1429;
  54;   61.5269;   61.1566;   -0.0298;944908.5714;
  55;   61.0977;   61.6897;    0.1912;1357308.5714;
  56;   60.9606;   60.9377;    0.1870;1478811.4286;
  57;   61.0543;   60.8563;   -0.2975;1383820.0000;
  58;   61.2960;   60.9311;   -0.1366;991862.8571;
  59;   60.9994;   61.2054;   -0.1845;1500928.5714;
  60;   60.9843;   60.5649;   -0.0573;1534391.4286;
  61;   60.4406;   60.8214;    0.3490;1427585.7143;
  62;   59.3634;   60.3677;    0.7924;997762.8571;
  63;   58.9640;   59.1837;    0.2167;992945.7143;
  64;   59.5691;   58.8371;   -0.5010;769791.4286;
  65;   60.1591;   59.5846;   -0.8081;729791.4286;
  66;   60.9514;   60.2243;   -0.4928;698674.2857;
  67;   61.0191;   61.1346;   -0.0378;1156651.4286;
  68;   60.1963;   60.7209;    0.6913;1270548.5714;
  69;   58.8063;   59.6651;    0.4412;1219580.0000;
  70;   58.9114;   58.4429;    0.0646;1064377.1429;
  71;   59.1737;   59.0023;   -0.6632;1165342.8571;
  72;   60.3571;   59.1737;   -0.7639;1275960.0000;
  73;   61.0580;   60.3571;   -0.9776;1379882.8571;
  74;   61.8729;   61.0580;   -0.6023;1247114.2857;
  75;   62.2611;   61.8729;   -0.6869;1014417.1429;
  76;   63.0254;   62.2611;   -0.5108;1242325.7143;
  77;   62.9086;   63.1060;    0.3233;1498397.1429;
  78;   60.9069;   62.5863;    1.4343;1719351.4286;
  79;   59.5674;   60.9631;    1.2168;1607645.7143;
  80;   58.2351;   58.1557;    0.0509;1262068.5714;
