time;open;close;diff;volume;
   1;   43.0274;   44.4080;    1.3178;1834808.5714;
   2;   42.4183;   42.9160;    0.6023;1590845.7143;
   3;   42.1906;   42.1640;    0.0366;1466611.4286;
   4;   42.3871;   42.1966;   -0.3742;1489205.7143;
   5;   43.1043;   42.3749;   -0.4627;1557725.7143;
   6;   43.3883;   43.1529;   -0.5175;1746180.0000;
   7;   43.5580;   43.1449;   -0.1860;1588005.7143;
   8;   42.9780;   43.3020;    0.2872;1630471.4286;
   9;   41.8766;   42.7897;    0.8073;1622245.7143;
  10;   41.2294;   41.9497;    0.7501;1607828.5714;
  11;   40.8383;   41.1843;    0.3799;1393240.0000;
  12;   40.6557;   40.6991;   -0.0048;1558805.7143;
  13;   40.8497;   40.5200;   -0.1963;1656268.5714;
  14;   41.0583;   40.7049;   -0.6405;1809868.5714;
  15;   42.1306;   40.9666;   -0.7967;2278508.5714;
  16;   42.3520;   41.8034;   -0.9211;2516334.2857;
  17;   42.5563;   41.9771;   -0.1092;2417874.2857;
  18;   41.6237;   42.6423;    0.5878;2416345.7143;
  19;   41.0566;   42.0923;    1.3361;2426328.5714;
  20;   40.2671;   41.5557;    0.9058;2631800.0000;
  21;   39.9243;   40.0129;    0.4709;3645517.1429;
  22;   38.8986;   39.1114;   -0.0163;4358465.7143;
  23;   37.4071;   37.3851;    0.1218;3351128.5714;
  24;   36.2057;   36.5800;    0.3667;2030334.2857;
  25;   35.1631;   35.8771;    0.6453;2328542.8571;
  26;   34.6131;   35.0109;    0.3189;3487040.0000;
  27;   35.0831;   34.7111;   -0.2237;3715640.0000;
  28;   35.9357;   35.4629;   -0.4836;2890331.4286;
  29;   36.6286;   36.1154;   -0.6333;2211188.5714;
  30;   37.2740;   36.2980;   -0.9524;1822337.1429;
  31;   38.0611;   37.1180;   -0.7405;1565928.5714;
  32;   37.9569;   38.1854;    0.1322;1856428.5714;
  33;   37.2514;   38.0691;    0.6681;2510154.2857;
  34;   37.3914;   37.6186;    0.2325;2524725.7143;
  35;   38.1457;   37.7511;   -0.2128;2456728.5714;
  36;   38.4057;   38.4449;    0.0206;2398988.5714;
  37;   37.5057;   38.0000;    0.3270;2661371.4286;
  38;   37.1080;   37.2611;    0.2796;2214540.0000;
  39;   37.2494;   37.3994;    0.1249;2609065.7143;
  40;   37.6880;   37.8314;    0.2036;2814462.8571;
  41;   38.1223;   38.2066;   -0.1136;3132625.7143;
  42;   39.5480;   38.7691;   -0.5765;2609811.4286;
  43;   40.6314;   39.7431;   -1.0344;2071751.4286;
  44;   41.2886;   40.2411;   -0.8042;2740962.8571;
  45;   41.5129;   41.1577;   -0.6656;2924197.1429;
  46;   42.8357;   42.0874;   -0.5476;2262208.5714;
  47;   43.4557;   42.9140;   -0.6259;1102414.2857;
  48;   43.3871;   42.9960;   -0.3343;1448357.1429;
  49;   43.0943;   43.1243;    0.0216;2006314.2857;
  50;   42.6431;   43.0286;    0.3969;2103548.5714;
  51;   42.3189;   42.7563;    0.3095;1925940.0000;
  52;   42.6660;   42.4803;   -0.0843;2055108.5714;
  53;   43.2931;   42.9300;   -0.3340;1916531.4286;
  54;   43.3760;   43.2183;   -0.1092;1735154.2857;
  55;   43.6414;   43.6697;   -0.2250;1214631.4286;
  56;   44.8771;   44.1040;   -0.5114;1467380.0000;
  57;   45.4400;   44.8646;   -0.7244;1439320.0000;
  58;   45.4414;   44.9963;   -0.2660;1555785.7143;
  59;   44.8614;   45.1509;    0.0967;1467037.1429;
  60;   44.7771;   44.9866;    0.2685;1627180.0000;
  61;   44.4957;   44.6400;    0.1622;1681948.5714;
  62;   44.2120;   44.4463;    0.2848;1771814.2857;
  63;   43.7720;   44.1826;    0.2865;2077811.4286;
  64;   43.9649;   43.9803;    0.0771;2265371.4286;
  65;   44.0877;   43.9260;   -0.1177;2756685.7143;
  66;   44.3577;   44.3063;   -0.0941;3187291.4286;
  67;   44.3171;   44.2197;   -0.1940;2669805.7143;
  68;   44.5414;   44.2963;    0.0465;1836037.1429;
  69;   43.9357;   44.6223;    0.3538;1626557.1429;
  70;   43.7114;   44.1874;    0.7359;1797825.7143;
  71;   42.5543;   43.3377;    0.6070;1737142.8571;
  72;   41.5114;   41.7480;    0.3144;1914088.5714;
  73;   41.5171;   41.0386;   -0.6502;2291608.5714;
  74;   43.0086;   41.4243;   -1.3244;2821905.7143;
  75;   44.5543;   43.2540;   -1.4465;2882702.8571;
  76;   45.4571;   44.5783;   -0.7618;2429925.7143;
  77;   45.4957;   45.6297;    0.0936;2026600.0000;
  78;   44.4343;   45.2614;    0.7798;1849531.4286;
  79;   43.5371;   44.2977;    0.7267;1913305.7143;
  80;   42.4757;   42.5226;    0.0717;2145708.5714;
