time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.6656;   -0.1793;    0.0948;   -0.8670;    0.1808;   -0.7198;   -0.1828;    0.3844;   -0.1608;   -0.0119;   -0.1682;    0.0426;
   2;    0.5384;   -0.2406;    0.0707;   -0.8779;    0.2425;   -0.7077;   -0.1731;    0.4040;   -0.1932;   -0.0395;   -0.2023;    0.0509;
   3;    0.4795;   -0.2676;    0.0402;   -0.8573;    0.2709;   -0.6626;   -0.1397;    0.3726;   -0.2216;   -0.0799;   -0.2212;    0.0747;
   4;    0.4234;   -0.3323;    0.0189;   -0.8179;    0.2978;   -0.6087;   -0.1129;    0.3140;   -0.2614;   -0.1050;   -0.2290;    0.0805;
   5;    0.4449;   -0.3877;    0.0123;   -0.7828;    0.3602;   -0.5684;   -0.1022;    0.2781;   -0.3323;   -0.1455;   -0.2280;    0.1023;
   6;    0.5255;   -0.4294;   -0.0093;   -0.7267;    0.4397;   -0.5212;   -0.1088;    0.2219;   -0.4076;   -0.1970;   -0.2149;    0.1483;
   7;    0.6379;   -0.4344;    0.0077;   -0.6684;    0.4650;   -0.4825;   -0.1078;    0.1520;   -0.4720;   -0.2015;   -0.1359;    0.1808;
   8;    0.6334;   -0.4253;    0.0202;   -0.5289;    0.4975;   -0.4452;   -0.1044;    0.0630;   -0.4981;   -0.2129;   -0.0786;    0.2102;
   9;    0.6058;   -0.4525;    0.0226;   -0.4400;    0.5606;   -0.4268;   -0.0879;    0.0212;   -0.5245;   -0.2166;   -0.0851;    0.1982;
  10;    0.5463;   -0.4149;    0.0352;   -0.3395;    0.6522;   -0.4464;   -0.0814;   -0.0326;   -0.5222;   -0.1563;   -0.0951;    0.1456;
  11;    0.5039;   -0.4064;    0.0806;   -0.1943;    0.6860;   -0.4527;   -0.0962;   -0.0785;   -0.4798;   -0.1063;   -0.0919;    0.0962;
  12;    0.4631;   -0.4736;    0.1161;   -0.1129;    0.6655;   -0.4429;   -0.1047;   -0.0828;   -0.4553;   -0.0847;   -0.0929;    0.0271;
  13;    0.3894;   -0.4785;    0.1751;   -0.0567;    0.6789;   -0.4641;   -0.1353;   -0.0984;   -0.4282;   -0.0525;   -0.0832;   -0.0323;
  14;    0.2883;   -0.4297;    0.2359;   -0.0335;    0.7106;   -0.4933;   -0.1432;   -0.1172;   -0.4366;   -0.0072;   -0.0766;   -0.0656;
