time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.5244;   -0.0305;    0.0501;   -0.6502;    0.0642;   -0.6465;   -0.1020;    0.2308;    0.0595;   -0.1368;   -0.1784;    0.1253;
   2;    0.4729;   -0.0249;   -0.0079;   -0.5925;    0.0623;   -0.5557;   -0.1438;    0.1493;    0.1183;   -0.1944;   -0.1880;    0.1454;
   3;    0.5253;    0.0036;   -0.0886;   -0.5813;    0.1706;   -0.5342;   -0.1062;    0.1336;   -0.0031;   -0.1983;   -0.1667;    0.1272;
   4;    0.6160;   -0.0627;   -0.0745;   -0.5712;    0.2066;   -0.5232;   -0.0751;    0.1466;   -0.1596;   -0.1902;   -0.1226;    0.1314;
   5;    0.5523;   -0.1071;    0.0613;   -0.5920;    0.2450;   -0.4382;   -0.0813;    0.1021;   -0.2651;   -0.1975;   -0.0655;    0.1577;
   6;    0.3289;   -0.0112;    0.2489;   -0.6067;    0.3281;   -0.2971;   -0.0295;   -0.1211;   -0.3827;   -0.1076;    0.0478;    0.1555;
   7;    0.2960;   -0.0139;    0.3630;   -0.5406;    0.4249;   -0.1950;   -0.0534;   -0.1500;   -0.3847;   -0.1078;    0.0118;    0.0854;
   8;    0.3157;   -0.1297;    0.4389;   -0.3428;    0.5306;   -0.2489;   -0.0740;   -0.1336;   -0.3988;   -0.1022;   -0.0074;   -0.0224;
   9;    0.0948;   -0.1227;    0.3874;   -0.1701;    0.5687;   -0.3062;   -0.0347;   -0.2862;   -0.3477;   -0.0067;   -0.0359;   -0.1255;
  10;   -0.0737;   -0.0722;    0.4053;   -0.1077;    0.6092;   -0.3252;   -0.0279;   -0.3564;   -0.3369;    0.0651;   -0.0743;   -0.1662;
  11;   -0.2199;    0.0077;    0.5133;   -0.0224;    0.6572;   -0.3530;   -0.0331;   -0.3424;   -0.3107;    0.0973;   -0.1020;   -0.1981;
  12;   -0.3358;    0.0144;    0.5229;    0.0823;    0.7097;   -0.3951;    0.0063;   -0.2733;   -0.2925;    0.0906;   -0.0903;   -0.1899;
