time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.3863;    0.1107;   -0.1234;   -0.7395;    0.0911;   -0.7710;    0.1639;    0.1724;   -0.1270;   -0.0236;   -0.1337;    0.1360;
   2;    0.3877;    0.0308;   -0.1516;   -0.7448;    0.0995;   -0.7598;    0.1572;    0.1915;   -0.1344;   -0.0424;   -0.1527;    0.1500;
   3;    0.3970;   -0.0027;   -0.1513;   -0.6978;    0.0929;   -0.6843;    0.1472;    0.1521;   -0.1339;   -0.0886;   -0.1513;    0.1580;
   4;    0.3742;    0.0272;   -0.2147;   -0.6309;    0.0699;   -0.5901;    0.1671;    0.0667;   -0.1495;   -0.1349;   -0.1151;    0.1671;
   5;    0.3854;   -0.0115;   -0.2119;   -0.5946;    0.0367;   -0.4995;    0.1845;   -0.0092;   -0.1857;   -0.1758;   -0.0718;    0.1775;
   6;    0.3996;   -0.0928;   -0.1937;   -0.5394;    0.0119;   -0.4217;    0.1990;   -0.0598;   -0.2280;   -0.2123;   -0.0450;    0.1874;
   7;    0.4039;   -0.1278;   -0.2392;   -0.4441;    0.0300;   -0.3938;    0.1960;   -0.0840;   -0.2716;   -0.2161;   -0.0094;    0.2017;
   8;    0.4043;   -0.1084;   -0.2387;   -0.3586;    0.0343;   -0.3792;    0.2074;   -0.1315;   -0.3062;   -0.1970;    0.0365;    0.2082;
   9;    0.3208;   -0.2659;   -0.1356;   -0.3647;    0.1829;   -0.3827;    0.1166;   -0.1396;   -0.3413;   -0.1575;    0.0898;    0.2160;
  10;    0.1333;   -0.3747;   -0.1451;   -0.3653;    0.3243;   -0.3658;    0.1466;   -0.1025;   -0.4068;   -0.1633;    0.1025;    0.2127;
  11;    0.3187;   -0.2083;   -0.0932;   -0.3068;    0.3761;   -0.4054;    0.1388;   -0.1450;   -0.4673;   -0.2015;    0.0883;    0.2128;
  12;    0.3942;   -0.1058;   -0.0248;   -0.2400;    0.4058;   -0.3823;    0.0501;   -0.2113;   -0.4223;   -0.1574;    0.0860;    0.1627;
  13;    0.3101;   -0.0227;    0.0584;   -0.2194;    0.4723;   -0.3304;   -0.0015;   -0.2630;   -0.4004;   -0.1060;    0.0830;    0.0807;
  14;    0.1995;    0.1106;    0.1280;   -0.1845;    0.5508;   -0.3085;   -0.0205;   -0.3026;   -0.3804;   -0.0836;    0.0686;    0.0469;
  15;    0.2453;    0.0486;    0.1619;   -0.0747;    0.4788;   -0.3314;    0.0139;   -0.3213;   -0.3547;   -0.0630;    0.0695;   -0.0092;
  16;    0.2584;   -0.0118;    0.1751;    0.0700;    0.4430;   -0.3689;    0.0307;   -0.3292;   -0.3063;   -0.0457;    0.0397;   -0.0600;
  17;    0.1992;   -0.0282;    0.2329;    0.1223;    0.4335;   -0.3590;    0.0340;   -0.3499;   -0.2587;   -0.0211;   -0.0080;   -0.1083;
  18;    0.1378;   -0.0048;    0.2827;    0.0929;    0.4729;   -0.3434;    0.0028;   -0.3598;   -0.2170;    0.0059;   -0.0598;   -0.1400;
  19;    0.1271;   -0.0184;    0.3087;    0.1199;    0.4922;   -0.3718;   -0.0280;   -0.3510;   -0.1945;    0.0070;   -0.0733;   -0.1784;
