time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.8711;    0.0021;   -0.0597;   -0.4187;   -0.1885;   -0.6766;    0.0076;    0.1788;   -0.0725;   -0.0822;    0.0546;    0.1793;
   2;    0.8175;   -0.1077;    0.0081;   -0.6620;   -0.1015;   -0.6204;   -0.0007;    0.3116;   -0.0875;   -0.1010;   -0.0054;    0.1424;
   3;    0.7756;   -0.1673;    0.0030;   -0.7116;   -0.0234;   -0.5523;   -0.0187;    0.3230;   -0.1556;   -0.1080;   -0.0266;    0.1388;
   4;    0.6574;   -0.2427;    0.0091;   -0.7195;    0.0197;   -0.4685;   -0.0545;    0.2733;   -0.1710;   -0.0973;   -0.0316;    0.1583;
   5;    0.5803;   -0.3230;    0.0031;   -0.6918;    0.1005;   -0.4262;   -0.0919;    0.2178;   -0.2223;   -0.1113;    0.0024;    0.1893;
   6;    0.5741;   -0.3974;   -0.0176;   -0.6546;    0.1977;   -0.4203;   -0.1185;    0.1755;   -0.2912;   -0.1670;    0.0367;    0.2230;
   7;    0.5167;   -0.4292;    0.0303;   -0.6053;    0.2449;   -0.4011;   -0.1271;    0.0725;   -0.3518;   -0.1446;    0.0710;    0.2654;
   8;    0.5149;   -0.4119;    0.2347;   -0.5960;    0.2772;   -0.3723;   -0.1176;    0.0088;   -0.4308;   -0.0470;    0.1200;    0.2548;
   9;    0.4767;   -0.3594;    0.3645;   -0.4402;    0.3402;   -0.3849;   -0.0970;   -0.1026;   -0.4779;    0.0465;    0.0920;    0.1022;
  10;    0.4149;   -0.3644;    0.4339;   -0.2579;    0.4254;   -0.4337;   -0.1024;   -0.1340;   -0.4820;    0.0129;    0.0094;   -0.0016;
  11;    0.2718;   -0.2550;    0.5162;   -0.2212;    0.4322;   -0.4181;   -0.0718;   -0.1974;   -0.4869;    0.0459;   -0.0376;   -0.0789;
  12;    0.2300;   -0.2226;    0.6490;   -0.2335;    0.4090;   -0.3441;   -0.0997;   -0.3232;   -0.4585;    0.1606;   -0.0741;   -0.1992;
  13;    0.0856;   -0.2630;    0.7180;   -0.1559;    0.4771;   -0.3218;   -0.1487;   -0.3301;   -0.4230;    0.1851;   -0.0870;   -0.2413;
  14;   -0.0803;   -0.2077;    0.7697;   -0.0960;    0.5350;   -0.2953;   -0.1825;   -0.3213;   -0.3431;    0.1893;   -0.1253;   -0.2395;
  15;   -0.1019;   -0.1705;    0.8763;   -0.0827;    0.5714;   -0.3147;   -0.1186;   -0.2981;   -0.3701;    0.2501;   -0.1497;   -0.2783;
  16;   -0.1521;   -0.0991;    0.8156;   -0.1142;    0.6172;   -0.3546;   -0.0987;   -0.2836;   -0.3337;    0.2613;   -0.2254;   -0.2738;
