time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.3266;   -0.2224;    0.0493;   -0.7906;    0.1716;   -0.3710;   -0.1368;    0.2385;   -0.1934;   -0.2268;   -0.0856;    0.0963;
   2;    0.3770;   -0.2761;    0.0566;   -0.7768;    0.1980;   -0.3718;   -0.1653;    0.2082;   -0.2219;   -0.2296;   -0.0619;    0.1185;
   3;    0.5003;   -0.3772;    0.0601;   -0.6930;    0.2629;   -0.3877;   -0.1966;    0.1594;   -0.2540;   -0.2494;   -0.0310;    0.1754;
   4;    0.4999;   -0.4408;    0.0710;   -0.6072;    0.3432;   -0.3810;   -0.2051;    0.0486;   -0.2724;   -0.2764;   -0.0030;    0.2784;
   5;    0.4143;   -0.4195;    0.0942;   -0.5262;    0.4006;   -0.3366;   -0.1836;   -0.0760;   -0.2838;   -0.1945;   -0.0124;    0.3211;
   6;    0.3133;   -0.3809;    0.0774;   -0.4171;    0.4753;   -0.3141;   -0.1243;   -0.1811;   -0.3472;   -0.0527;   -0.0439;    0.2114;
   7;    0.2281;   -0.3576;    0.1280;   -0.2710;    0.5338;   -0.3715;   -0.0832;   -0.2131;   -0.4279;    0.0089;   -0.0285;    0.0959;
   8;    0.1743;   -0.4183;    0.2471;   -0.1317;    0.5473;   -0.3769;   -0.0886;   -0.2522;   -0.4240;    0.0039;   -0.0064;    0.0354;
   9;    0.1222;   -0.4337;    0.3240;   -0.0473;    0.5395;   -0.3928;   -0.0907;   -0.2927;   -0.3998;    0.0274;   -0.0255;   -0.0228;
  10;    0.0119;   -0.4103;    0.3418;   -0.0001;    0.5496;   -0.4501;   -0.0741;   -0.2872;   -0.3844;    0.0338;   -0.0744;   -0.0674;
  11;   -0.1387;   -0.3352;    0.3870;    0.0323;    0.5662;   -0.4993;   -0.0706;   -0.2786;   -0.3492;    0.0424;   -0.1125;   -0.1200;
  12;   -0.2466;   -0.3176;    0.4060;    0.1022;    0.5993;   -0.5468;   -0.0775;   -0.2510;   -0.3087;    0.0437;   -0.1212;   -0.1633;
