time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.4070;   -0.1080;   -0.3302;   -0.6412;   -0.1306;   -0.5781;   -0.0788;    0.1894;    0.2520;   -0.2460;    0.0038;    0.0971;
   2;    0.4278;   -0.1495;   -0.2954;   -0.6317;   -0.0775;   -0.5404;   -0.1131;    0.1867;    0.2099;   -0.2888;    0.0030;    0.1323;
   3;    0.4254;   -0.1892;   -0.2746;   -0.5987;   -0.0143;   -0.4962;   -0.1155;    0.1491;    0.1392;   -0.3197;   -0.0003;    0.1791;
   4;    0.4400;   -0.2658;   -0.2764;   -0.5456;    0.0501;   -0.4322;   -0.1111;    0.0823;    0.0880;   -0.3399;   -0.0395;    0.2044;
   5;    0.4499;   -0.3145;   -0.2143;   -0.5290;    0.1237;   -0.3711;   -0.1112;    0.0348;    0.0050;   -0.3298;   -0.1040;    0.2350;
   6;    0.4504;   -0.2097;   -0.2761;   -0.4331;    0.2148;   -0.3887;   -0.0914;   -0.0123;   -0.1170;   -0.2855;   -0.1077;    0.2633;
   7;    0.4488;   -0.2273;   -0.3499;   -0.2929;    0.2966;   -0.4222;   -0.0973;   -0.0453;   -0.2478;   -0.2096;   -0.0588;    0.2658;
   8;    0.3915;   -0.3762;   -0.2062;   -0.1629;    0.3498;   -0.3783;   -0.1115;   -0.1080;   -0.3065;   -0.1890;   -0.0262;    0.2710;
   9;    0.2786;   -0.4783;   -0.1190;   -0.0344;    0.3674;   -0.3263;   -0.0598;   -0.2126;   -0.3395;   -0.1784;   -0.0424;    0.2393;
  10;    0.1945;   -0.5474;   -0.0461;    0.0621;    0.4176;   -0.3054;   -0.0380;   -0.2708;   -0.3721;   -0.1404;   -0.0180;    0.1318;
  11;    0.2713;   -0.5938;    0.0193;    0.2176;    0.4070;   -0.3389;   -0.0394;   -0.2982;   -0.3583;   -0.1159;    0.0081;    0.0530;
  12;    0.2614;   -0.7028;    0.1851;    0.2344;    0.4073;   -0.3334;   -0.0353;   -0.3428;   -0.3466;   -0.0549;   -0.0136;   -0.0074;
  13;    0.1280;   -0.6061;    0.1887;    0.2626;    0.4072;   -0.3469;   -0.0004;   -0.3717;   -0.3370;   -0.0344;   -0.0129;   -0.0618;
