time;row_1;row_2;row_3;row_4;
1;99.5641;180.896;210.974;1.03987;
2;93.4282;179.968;207.123;1.06315;
3;85.1874;177.925;201.428;1.09398;
4;76.3061;174.493;194.405;1.12647;
5;59.2785;167.911;181.576;1.19562;
6;40.3991;156.803;164.876;1.27756;
7;20.4686;142.495;146.184;1.37997;
8;0.804435;124.709;126.003;1.50677;
9;-19.2162;104.04;105.754;1.68411;
10;-38.943;82.0733;88.9439;1.93503;
11;-56.7303;60.3753;78.8593;2.24894;
12;-72.5894;39.0606;76.6543;2.59113;
13;-86.6106;18.3528;81.6868;2.90195;
14;-98.3321;-2.01104;91.0792;-3.13088;
15;-106.044;-20.3167;100.65;-2.94884;
16;-109.51;-37.6006;108.593;-2.79817;
17;-109.107;-53.765;114.689;-2.66387;
18;-104.612;-68.4641;118.425;-2.53584;
19;-96.185;-81.2431;119.755;-2.4077;
20;-84.2969;-91.0366;118.47;-2.27875;
21;-70.1007;-98.8104;116.229;-2.14204;
22;-54.3519;-104.613;113.781;-1.99753;
23;-37.6648;-108.276;111.468;-1.84708;
24;-20.6829;-110.008;109.796;-1.69337;
25;-2.65497;-109.224;108.286;-1.52827;
26;14.3136;-107.296;108.428;-1.37051;
27;30.558;-102.88;108.639;-1.21526;
28;45.3122;-96.2538;108.767;-1.06634;
29;58.1591;-88.2549;109.026;-0.927276;
30;69.7501;-78.3112;109.095;-0.787132;
31;78.8212;-68.0374;109.082;-0.661414;
32;85.1968;-56.9271;108.036;-0.543741;
33;87.6501;-45.5614;104.834;-0.438661;
34;86.5033;-35.1879;99.7877;-0.349311;
35;82.0263;-25.8496;92.6684;-0.271079;
36;74.0273;-18.3164;83.102;-0.209475;
37;64.1565;-12.0757;72.2629;-0.153378;
38;52.3617;-6.70953;59.8892;-0.094883;
39;39.6353;-2.79608;46.9265;-0.0375248;
40;24.9661;0.316972;32.2526;0.0419489;
41;8.48873;2.08042;16.0522;0.195357;
42;-10.9433;2.39208;5.03281;2.39238;
43;-31.2761;1.78549;24.183;3.02467;
44;-51.0859;-0.137584;43.837;3.12111;
45;-69.1891;-2.54168;61.9492;-3.11728;
46;-85.7748;-5.39084;78.6373;-3.08618;
47;-99.8998;-8.23502;92.921;-3.06404;
48;-104.997;-9.16875;98.0767;-3.05857;
49;-112.212;-11.1202;105.437;-3.0458;
