time;row_1;row_2;
     1;    0.7991;    0.3176;
     2;    1.7693;   -0.3746;
     3;    1.7508;   -0.3633;
     4;    1.6612;    0.4076;
     5;    1.6496;   -0.5470;
     6;    1.9424;   -1.4184;
     7;    1.3592;   -1.0839;
     8;    0.4864;   -1.1712;
     9;    0.9286;   -1.0910;
    10;    1.6957;   -1.7696;
    11;    0.8556;   -1.9657;
    12;    1.0796;   -1.1296;
    13;    1.1976;   -1.7874;
    14;    1.0445;   -1.5411;
    15;    0.5105;   -1.6546;
    16;   -0.2323;   -1.3700;
    17;    0.4535;   -1.4342;
    18;    0.0269;   -1.2170;
    19;   -0.1094;   -1.2507;
    20;    0.2332;   -1.3877;
    21;   -0.1204;   -0.9717;
    22;    0.5669;   -1.5917;
    23;    1.2147;   -0.5934;
    24;    1.9548;   -0.4027;
    25;    1.3146;    0.2603;
    26;    1.3356;   -0.6990;
    27;    1.3658;   -0.4855;
    28;    1.9641;   -0.7424;
    29;    1.3567;   -0.3554;
    30;    0.3746;    0.5942;
    31;   -1.3490;   -0.7470;
    32;   -0.9503;   -0.4827;
    33;   -0.6369;   -0.3459;
    34;   -0.3779;   -0.2568;
    35;   -0.1627;   -0.2445;
    36;    0.0099;   -0.2360;
    37;    0.1429;   -0.2371;
    38;    0.3405;   -0.2180;
    39;    0.4660;   -0.2017;
    40;    0.5507;   -0.1874;
    41;    0.6185;   -0.1743;
    42;    0.7251;   -0.1012;
    43;    0.7078;   -0.1381;
    44;    0.7285;   -0.1380;
    45;    0.6613;   -0.0852;
    46;    0.6070;   -0.0385;
    47;    0.4889;    0.0503;
    48;    0.3015;    0.1136;
    49;    0.1695;    0.1609;
    50;   -0.0315;    0.1129;
    51;   -0.2455;    0.1041;
    52;   -0.5380;    0.1954;
    53;   -0.8266;    0.2911;
    54;   -1.1258;    0.3435;
    55;   -1.5499;    0.6581;
    56;   -1.5457;   -1.6441;
    57;   -0.9587;   -1.7324;
    58;    0.0338;   -0.8828;
    59;   -0.6755;   -1.5244;
    60;   -0.2813;   -0.5927;
    61;   -0.8463;   -0.3989;
    62;   -1.4542;    0.2955;
    63;   -1.6656;   -0.3582;
    64;   -2.0265;   -1.1502;
    65;   -1.3219;   -0.3283;
    66;   -1.5378;   -0.9961;
    67;   -1.9981;   -0.7677;
    68;   -1.4777;   -1.2263;
    69;   -1.8468;   -0.9384;
    70;   -0.9313;   -0.0497;
    71;    0.0553;   -0.8843;
    72;    0.8622;   -1.0432;
    73;    0.5760;   -1.3577;
    74;    1.1278;   -0.6336;
    75;    0.2445;   -1.1704;
    76;   -0.6176;   -0.4907;
    77;    0.2867;   -0.5811;
    78;   -0.1415;   -0.1369;
    79;    0.8102;   -0.7822;
    80;    1.1282;    0.0967;
    81;    1.6170;    0.7917;
    82;    1.8724;    0.3724;
    83;    1.3132;   -0.6252;
    84;    0.9736;   -0.1916;
    85;    0.9922;    0.1417;
    86;    0.1988;    0.7562;
    87;   -0.2633;    0.1831;
    88;   -0.7031;    1.1767;
    89;    0.2209;    0.7604;
    90;    0.0898;   -0.1531;
    91;    0.1818;    0.6187;
    92;   -0.5376;    1.4853;
    93;   -0.1932;    1.6203;
    94;   -0.3688;    1.7803;
    95;   -0.4685;    1.8837;
    96;   -1.0750;    1.0428;
    97;   -1.0747;    0.8006;
    98;   -0.4435;    1.0288;
    99;   -0.1935;    0.3541;
   100;   -0.0609;    0.0968;
   101;    0.0796;   -0.0978;
   102;    1.0791;   -0.1592;
   103;    0.1769;    0.7131;
   104;    1.1538;    0.9675;
   105;    0.2649;    0.3624;
   106;   -0.5414;    0.3340;
   107;   -0.2036;   -0.1636;
   108;   -0.1868;   -0.5292;
   109;   -1.1443;   -1.2447;
   110;   -0.9716;   -0.5055;
   111;   -0.2741;   -1.4113;
   112;   -0.7245;   -1.2974;
   113;   -1.4356;   -1.7145;
   114;   -0.9583;   -2.1927;
   115;   -0.0387;   -1.5030;
   116;    0.2134;   -0.6293;
   117;   -0.0410;   -1.0374;
   118;    0.7307;   -1.3102;
   119;    1.7191;   -0.8153;
   120;    0.7358;   -0.8311;
