time;row_1;row_2;
     1;   -0.6125;   -1.7066;
     2;    0.0006;   -0.7921;
     3;    0.8698;   -1.7602;
     4;    0.5116;   -1.7282;
     5;    0.6793;   -1.3911;
     6;    0.8553;   -1.3667;
     7;    0.6067;   -1.0120;
     8;    0.8244;   -0.1957;
     9;    1.4249;   -0.2582;
    10;    0.9360;   -0.4922;
    11;    0.3814;   -1.0682;
    12;    0.2911;   -0.3323;
    13;    0.9340;    0.1030;
    14;    1.2699;   -0.6938;
    15;    1.6378;   -0.4571;
    16;    1.8434;   -1.0914;
    17;    1.1693;   -1.1241;
    18;    0.3848;   -0.6720;
    19;   -0.5571;    0.0698;
    20;    0.0438;    0.1390;
    21;   -0.5923;   -0.7986;
    22;   -0.9799;   -0.6286;
    23;   -0.1462;   -1.2674;
    24;   -0.9945;   -0.6486;
    25;   -0.3812;   -1.6142;
    26;   -0.7315;   -1.8853;
    27;    0.2531;   -1.1532;
    28;   -0.0291;   -1.1999;
    29;   -0.2378;   -0.5310;
    30;   -0.1179;    0.1300;
    31;   -0.8063;    0.8411;
    32;   -0.7707;    1.1962;
    33;   -0.7587;    1.3677;
    34;   -1.3572;    1.0384;
    35;   -0.9962;    1.9398;
    36;   -0.0319;    1.1085;
    37;    0.7000;    0.7861;
    38;    1.5800;    1.0854;
    39;    1.3885;    0.3938;
    40;    1.1925;    0.8553;
    41;    1.9349;    1.4058;
    42;    1.6595;    0.7326;
    43;    1.6757;    0.1782;
    44;    1.3164;    0.7644;
    45;    1.2610;    0.4225;
    46;    1.0459;    0.3319;
    47;    0.0866;    0.5896;
    48;    0.9649;   -0.1795;
    49;    0.9785;   -0.3227;
    50;    0.3662;    0.6481;
    51;   -0.6338;   -0.1836;
    52;    0.2567;   -0.1425;
    53;    0.0715;    0.2800;
    54;   -0.7907;    0.5666;
    55;   -1.4169;   -0.2157;
    56;   -0.7501;    0.5814;
    57;   -0.4666;    0.6250;
    58;    0.4516;    0.8299;
    59;    0.4844;    0.6123;
    60;   -0.3933;    0.8321;
    61;   -0.3195;    0.4645;
    62;   -0.1056;    0.2636;
    63;   -0.9333;   -0.0225;
    64;   -0.6360;   -0.0562;
    65;    0.1106;   -0.6855;
    66;   -0.5614;   -0.9880;
    67;    0.4184;   -0.1371;
    68;    0.7896;   -0.2675;
    69;   -1.3447;   -0.6719;
    70;   -1.0051;   -0.3893;
    71;   -0.6357;   -0.3082;
    72;   -0.3439;   -0.2531;
    73;   -0.1026;   -0.1643;
    74;    0.1183;   -0.1188;
    75;    0.2933;   -0.0970;
    76;    0.4425;   -0.0870;
    77;    0.5096;   -0.0745;
    78;    0.5514;   -0.1070;
    79;    0.6874;   -0.0978;
    80;    0.7387;   -0.1173;
    81;    0.6910;   -0.1316;
    82;    0.7091;   -0.1380;
    83;    0.6690;   -0.1257;
    84;    0.5382;   -0.0994;
    85;    0.4160;   -0.0900;
    86;    0.2742;   -0.0689;
    87;    0.1010;   -0.0629;
    88;   -0.1034;   -0.0069;
    89;   -0.2942;    0.0512;
    90;   -0.5032;    0.0346;
    91;   -0.8553;    0.1026;
    92;   -1.2302;    0.2510;
    93;   -1.5884;    0.5688;
    94;   -1.7995;   -1.9127;
    95;   -1.1506;   -1.7351;
    96;   -1.7247;   -0.7615;
    97;   -0.9455;    0.0745;
    98;   -0.4845;   -0.3412;
    99;    0.1136;    0.2140;
   100;   -0.0164;   -0.6746;
   101;    0.1699;   -0.3993;
   102;    0.3699;   -0.2386;
   103;    0.1890;    0.3898;
   104;   -0.3688;    0.3196;
   105;    0.4278;    0.3408;
   106;    0.2017;    0.0473;
   107;    0.5387;    1.0128;
   108;   -0.4154;    0.8036;
   109;   -1.1294;   -0.1101;
   110;   -0.6252;   -1.0689;
   111;   -1.2355;   -1.6236;
   112;   -0.6053;   -0.9380;
   113;   -0.5504;   -1.4301;
   114;   -0.5699;   -0.9865;
   115;   -0.8477;   -0.8068;
   116;   -0.0348;   -1.2501;
   117;   -0.9067;   -2.0248;
   118;   -0.4978;   -1.5943;
   119;   -1.1857;   -0.7225;
   120;   -1.6949;   -0.3447;
