time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -30; 179;-30;179;0;-4;180.913;1.73823;
2; -30; 175;-30;177;-4;2;176.97;1.74199;
3; -34; 177;-31.3333;177;-15;0;179.658;1.76204;
4; -49; 177;-35.75;177;-22;-3;183.103;1.84255;
5; -71; 174;-42.8;176.4;-13;-7;187.414;1.9602;
6; -84; 167;-49.6667;174.833;-37;-29;186.452;2.03904;
7; -121; 138;-59.8571;169.571;-17;-16;183.17;2.29348;
8; -138; 122;-69.625;163.625;-16;-19;183.899;2.42071;
9; -154; 103;-79;156.889;-12;-18;185.052;2.55531;
10; -166; 85;-87.7;149.7;-13;-25;186.349;2.67166;
11; -179; 60;-96;141.545;-12;-33;188.734;2.82152;
12; -191; 27;-103.917;132;-4;-45;192.961;3.00444;
13; -195; -18;-110.923;120.462;1;-25;196.035;-3.04648;
14; -194; -43;-116.857;108.786;3;-25;198.988;-2.9206;
15; -191; -68;-121.8;97;10;-25;203.092;-2.79695;
16; -181; -93;-125.5;85.125;12;-22;203.909;-2.6646;
17; -169; -115;-128.059;73.3529;12;-25;204.887;-2.54201;
18; -157; -140;-129.667;61.5;11;-22;210.877;-2.41166;
19; -146; -162;-130.526;49.7368;20;-26;218.641;-2.30291;
20; -126; -188;-130.3;37.85;26;-10;226.914;-2.16028;
21; -100; -198;-128.857;26.619;15;-5;222.438;-2.03782;
22; -85; -203;-126.864;16.1818;17;-1;220.704;-1.96688;
23; -68; -204;-124.304;6.6087;31;-3;215.667;-1.8923;
24; -37; -207;-120.667;-2.29167;23;0;210.914;-1.74785;
25; -14; -207;-116.4;-10.48;28;5;208.099;-1.63884;
26; 14; -202;-111.385;-17.8462;38;13;203.09;-1.50254;
27; 52; -189;-105.333;-24.1852;15;8;196.579;-1.30387;
28; 67; -181;-99.1786;-29.7857;18;16;193.53;-1.2181;
29; 85; -165;-92.8276;-34.4483;25;19;186.088;-1.09733;
30; 110; -146;-86.0667;-38.1667;35;34;183.204;-0.927783;
31; 145; -112;-78.6129;-40.5484;31;34;183.479;-0.66085;
32; 176; -78;-70.6563;-41.7188;26;41;192.625;-0.420411;
33; 202; -37;-62.3939;-41.5758;9;21;205.326;-0.184247;
34; 211; -16;-54.3529;-40.8235;9;15;211.505;-0.0786467;
35; 220; -1;-46.5143;-39.6857;7;19;219.857;-0.00735494;
36; 227; 18;-38.9167;-38.0833;4;14;227.516;0.0764778;
37; 231; 32;-31.6216;-36.1892;0;14;232.974;0.135116;
38; 231; 46;-24.7105;-34.0263;2;34;235.27;0.194114;
39; 233; 80;-18.1026;-31.1026;-13;22;246.011;0.328561;
40; 220; 102;-12.15;-27.775;-27;23;242.101;0.432082;
41; 193; 125;-7.14634;-24.0488;-50;20;229.483;0.57283;
42; 143; 145;-3.57143;-20.0238;-52;20;203.108;0.790731;
43; 91; 165;-1.37209;-15.7209;-35;9;187.818;1.0659;
44; 56; 174;-0.0681818;-11.4091;-29;3;182.157;1.25917;
45; 27; 177;0.533333;-7.22222;-21;2;178.415;1.41972;
46; 6; 179;0.652174;-3.17391;-29;-4;178.479;1.53801;
47; -23; 175;0.148936;0.617021;191.647;0.372196;175.913;1.70277;
