time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 41; 158;41;158;-27;21;162.166;1.31961;
2; 14; 179;27.5;168.5;-25;2;178.573;1.4962;
3; -11; 181;14.6667;172.667;-26;2;180.456;1.63563;
4; -37; 183;1.75;175.25;-52;-14;185.937;1.77493;
5; -89; 169;-16.4;174;-54;-63;190.511;2.06099;
6; -143; 106;-37.5;162.667;-26;-37;178.013;2.51019;
7; -169; 69;-56.2857;149.286;-13;-79;182.839;2.76007;
8; -182; -10;-72;129.375;35;-42;183.019;-3.08187;
9; -147; -52;-80.3333;109.222;63;-4;156.888;-2.79751;
10; -84; -56;-80.7;92.7;77;16;102.044;-2.54983;
11; -7; -40;-74;80.6364;44;30;41.6398;-1.7566;
12; 37; -10;-64.75;73.0833;27;36;37.9152;-0.292234;
13; 64; 26;-54.8462;69.4615;12;57;68.0934;0.37715;
14; 76; 83;-45.5;70.4286;-4;59;111.391;0.828382;
15; 72; 142;-37.6667;75.2;-5;6;158.074;1.1028;
16; 67; 148;-31.125;79.75;0;-4;161.333;1.14725;
17; 67; 144;-25.3529;83.5294;-8;-61;157.695;1.13682;
18; 59; 83;-20.6667;83.5;-19;-114;100.68;0.953123;
19; 40; -31;-17.4737;77.4737;-6;-75;50.6377;-0.682095;
20; 34; -106;-14.9;68.3;1;-75;111.991;-1.26881;
21; 35; -181;-12.5238;56.4286;11;-33;185.13;-1.3844;
22; 46; -214;-9.86364;44.1364;8;-25;219.647;-1.36303;
23; 54; -239;-7.08696;31.8261;8;-3;245.774;-1.35216;
24; 62; -242;-4.20833;20.4167;-1;3;250.54;-1.32358;
25; 61; -239;-1.6;10.04;-3;12;247.387;-1.32454;
26; 58; -227;0.692308;0.923077;1;2;235.017;-1.32447;
