time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -71; 132;-71;132;1;-1;149.929;2.07111;
2; -70; 131;-70.5;131.5;6;0;148.572;2.06843;
3; -64; 131;-68.3333;131.333;41;6;145.804;2.03226;
4; -23; 137;-57;132.75;51;5;138.632;1.74421;
5; 28; 142;-40;134.6;32;4;144.119;1.38178;
6; 60; 146;-23.3333;136.5;21;-1;157.086;1.18522;
7; 81; 145;-8.42857;137.714;1;-2;165.252;1.0649;
8; 82; 143;2.875;138.375;0;-2;163.997;1.05366;
9; 82; 141;11.6667;138.667;-10;2;162.262;1.04757;
10; 72; 143;17.7;139.1;-15;-5;159.291;1.10826;
11; 57; 138;21.2727;139;-37;-18;148.545;1.18368;
12; 20; 120;21.1667;137.417;-46;-18;121.065;1.41254;
13; -26; 102;17.5385;134.692;-20;-10;105.06;1.82993;
14; -46; 92;13;131.643;-4;-7;102.876;2.0444;
15; -50; 85;8.8;128.533;-2;7;98.7021;2.11286;
16; -52; 92;5;126.25;7;0;105.747;2.09491;
17; -45; 92;2.05882;124.235;17;3;102.424;2.03571;
18; -28; 95;0.388889;122.611;40;4;98.8768;1.86763;
19; 12; 99;1;121.368;33;0;99.1734;1.45885;
20; 45; 99;3.2;120.25;23;-3;107.961;1.15022;
21; 68; 96;6.28571;119.095;28;-2;116.747;0.958722;
22; 96; 94;10.3636;117.955;20;-15;133.387;0.777307;
23; 116; 79;14.9565;116.261;16;-20;139.333;0.598951;
24; 132; 59;19.8333;113.875;16;-24;143.562;0.420104;
25; 148; 35;24.96;110.72;11;-25;151.083;0.230742;
26; 159; 10;30.1154;106.846;-7;-25;158.367;0.0603561;
27; 152; -15;34.6296;102.333;-42;-26;151.867;-0.101893;
28; 110; -41;37.3214;97.2143;-48;-13;116.688;-0.363126;
29; 62; -54;38.1724;92;-40;-2;81.8239;-0.728058;
30; 22; -56;37.6333;87.0667;-28;-4;60.2547;-1.21341;
31; -6; -60;36.2258;82.3226;-15;-1;60.8423;-1.6848;
32; -21; -61;34.4375;77.8438;-4;5;65.2404;-1.91347;
33; -25; -56;32.6364;73.7879;3;-4;62.1145;-2.00128;
34; -22; -60;31.0294;69.8529;-1;-1;64.6472;-1.93324;
35; -23; -61;29.4857;66.1143;0;1;65.9393;-1.94204;
36; -23; -60;28.0278;62.6111;-1;2;65.0085;-1.94762;
37; -24; -58;26.6216;59.3514;-1;2;63.5386;-1.97384;
38; -25; -56;25.2632;56.3158;0;1;62.1145;-2.00128;
39; -25; -55;23.9744;53.4615;3;-4;61.2071;-2.0081;
40; -22; -59;22.825;50.65;-1;-1;63.7131;-1.9388;
41; -23; -60;21.7073;47.9512;0;2;65.0085;-1.94762;
42; -23; -58;20.6429;45.4286;-1;1;63.1531;-1.95927;
43; -24; -57;19.6047;43.0465;1;5;62.62;-1.9801;
44; -23; -52;18.6364;40.8864;2;-1;57.645;-1.99871;
45; -21; -53;17.7556;38.8;-3;-1;57.7681;-1.96002;
46; -24; -54;16.8478;36.7826;0;1;59.8797;-2.00004;
47; -24; -53;15.9787;34.8723;0;1;58.9719;-2.0071;
48; -24; -52;15.1458;33.0625;2;1;58.0671;-2.01438;
49; -22; -51;14.3878;31.3469;1;-1;56.3223;-1.98992;
50; -21; -52;13.68;29.68;0;-2;56.8442;-1.96669;
51; -21; -54;13;28.0392;-3;0;58.6945;-1.95355;
52; -24; -54;12.2885;26.4615;0;2;59.8797;-2.00004;
53; -24; -52;11.6038;24.9811;3;-4;58.0671;-2.01438;
54; -21; -56;11;23.4815;0;-1;60.5544;-1.94122;
55; -21; -57;10.4182;22.0182;-1;-1;61.4877;-1.93533;
56; -22; -58;9.83929;20.5893;-1;0;62.7811;-1.94453;
57; -23; -58;9.26316;19.2105;1;5;63.1531;-1.95927;
58; -22; -53;8.72414;17.9655;1;-2;58.1549;-1.97593;
59; -21; -55;8.22034;16.7288;-1;-2;59.6233;-1.94729;
60; -22; -57;7.71667;15.5;-1;-1;61.8512;-1.95043;
61; -23; -58;7.21311;14.2951;-1;-1;63.1531;-1.95927;
62; -24; -59;6.70968;13.1129;-1;1;64.4597;-1.96775;
63; -25; -58;6.20635;11.9841;2;3;63.9374;-1.98823;
64; -23; -55;5.75;10.9375;-2;-3;60.3873;-1.97809;
65; -25; -58;5.27692;9.87692;0;1;63.9374;-1.98823;
66; -25; -57;4.81818;8.86364;0;2;63.0246;-1.99466;
67; -25; -55;4.37313;7.91045;0;2;61.2071;-2.0081;
68; -25; -53;3.94118;7.01471;2;-6;59.4014;-2.02236;
69; -23; -59;3.55072;6.05797;-2;0;64.0797;-1.95336;
70; -25; -59;3.14286;5.12857;0;1;64.8528;-1.98198;
71; -25; -58;2.74648;4.23944;0;2;63.9374;-1.98823;
72; -25; -56;2.36111;3.40278;0;1;62.1145;-2.00128;
73; -25; -55;1.9863;2.60274;0;3;61.2071;-2.0081;
74; -25; -52;1.62162;1.86486;0;-1;58.5032;-2.02982;
75; -25; -53;1.26667;1.13333;0;2;59.4014;-2.02236;
76; -25; -51;0.921053;0.447368;0;0;57.6084;-2.03751;
