time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 54; 145;54;145;-6;2;154.084;1.21532;
2; 48; 147;51;146;-5;2;154.001;1.25637;
3; 43; 149;48.3333;147;-20;4;154.45;1.29117;
4; 23; 153;42;148.5;-43;-2;154.121;1.42345;
5; -20; 151;29.6;149;-33;-3;151.824;1.70539;
6; -53; 148;15.8333;148.833;-31;-3;156.813;1.91809;
7; -84; 145;1.57143;148.286;-36;-7;167.287;2.09944;
8; -120; 138;-13.625;147;-22;-10;182.708;2.29005;
9; -142; 128;-27.8889;144.889;-18;-11;191.086;2.41144;
10; -160; 117;-41.1;142.1;-25;-18;198.192;2.51355;
11; -185; 99;-54.1818;138.182;-12;-14;209.894;2.65338;
12; -197; 85;-66.0833;133.75;-9;-14;214.681;2.73729;
13; -206; 71;-76.8462;128.923;-11;-17;218.066;2.81262;
14; -217; 54;-86.8571;123.571;-7;-23;223.848;2.90048;
15; -224; 31;-96;117.4;-4;-21;226.429;3.0067;
16; -228; 10;-104.25;110.688;-1;-46;228.568;3.10023;
17; -229; -36;-111.588;102.059;2;-27;232.266;-2.98358;
18; -227; -63;-118;92.8889;4;-21;236.086;-2.86905;
19; -223; -84;-123.526;83.5789;6;-31;238.839;-2.77975;
20; -217; -115;-128.2;73.65;14;-28;246.176;-2.65301;
21; -203; -143;-131.762;63.3333;19;-26;248.931;-2.52696;
22; -184; -169;-134.136;52.7727;27;-30;250.48;-2.39805;
23; -157; -199;-135.13;41.8261;24;-16;254.138;-2.23857;
24; -133; -215;-135.042;31.125;13;-6;253.475;-2.12489;
25; -120; -221;-134.44;21.04;68;-8;252.138;-2.0685;
26; -52; -229;-131.269;11.4231;36;-1;235.448;-1.79511;
27; -16; -230;-127;2.48148;32;0;231.13;-1.64169;
28; 16; -230;-121.893;-5.82143;35;-2;231.078;-1.50312;
29; 51; -232;-115.931;-13.6207;25;5;237.996;-1.35643;
30; 76; -227;-109.533;-20.7333;18;8;239.788;-1.24992;
31; 94; -219;-102.968;-27.129;31;35;238.679;-1.1677;
32; 125; -184;-95.8438;-32.0313;29;36;222.689;-0.976835;
33; 154; -148;-88.2727;-35.5455;29;36;213.701;-0.768594;
34; 183; -112;-80.2941;-37.7941;32;33;214.523;-0.552302;
35; 215; -79;-71.8571;-38.9714;14;14;228.895;-0.354941;
36; 229; -65;-63.5;-39.6944;8;21;237.839;-0.279217;
37; 237; -44;-55.3784;-39.8108;17;39;240.784;-0.186088;
38; 254; -5;-47.2368;-38.8947;12;26;253.688;-0.0218751;
39; 266; 21;-39.2051;-37.359;5;19;266.414;0.0768396;
40; 271; 40;-31.45;-35.425;0;19;273.488;0.144756;
41; 271; 59;-24.0732;-33.122;-6;17;276.868;0.212716;
42; 265; 76;-17.1905;-30.5238;-25;24;275.174;0.277752;
43; 240; 100;-11.2093;-27.4884;-27;20;259.445;0.39339;
44; 213; 120;-6.11364;-24.1364;-37;18;243.883;0.511846;
45; 176; 138;-2.06667;-20.5333;-31;13;223.02;0.664058;
46; 145; 151;1.13043;-16.8043;-47;9;208.693;0.805131;
47; 98; 160;3.19149;-13.0426;-68;3;186.965;1.0214;
48; 30; 163;3.75;-9.375;-71;-1;165.131;1.3904;
49; -41; 162;2.83673;-5.87755;-15;-2;166.668;1.82165;
50; -56; 160;1.66;-2.56;-8;-4;169.123;1.91062;
51; -64; 156;0.372549;0.54902;1.56301e-033;4.66724e-062;168.252;1.9634;
