time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 83; 302;83;302;-17;-15;312.415;1.30387;
2; 66; 287;74.5;294.5;-17;-20;293.726;1.34624;
3; 49; 267;66;285.333;-21;-22;270.714;1.39102;
4; 28; 245;56.5;275.25;-32;-39;245.883;1.45911;
5; -4; 206;44.4;261.4;-25;-43;205.403;1.59317;
6; -29; 163;32.1667;245;-22;-42;165.027;1.7511;
7; -51; 121;20.2857;227.286;-27;-57;130.944;1.9758;
8; -78; 64;8;206.875;-20;-35;100.948;2.46317;
9; -98; 29;-3.77778;187.111;-13;-27;102.59;2.86159;
10; -111; 2;-14.5;168.6;-8;-34;111.603;3.12948;
11; -119; -32;-24;150.364;5;-38;123.971;-2.87509;
12; -114; -70;-31.5;132;10;-20;134.622;-2.58912;
13; -104; -90;-37.0769;114.923;14;-18;138.41;-2.4275;
14; -90; -108;-40.8571;99;14;-15;141.463;-2.26583;
15; -76; -123;-43.2;84.2;19;-11;145.45;-2.1254;
16; -57; -134;-44.0625;70.5625;29;0;146.449;-1.97499;
17; -28; -134;-43.1176;58.5294;54;9;137.651;-1.78005;
18; 26; -125;-39.2778;48.3333;23;13;128.191;-1.37129;
19; 49; -112;-34.6316;39.8947;19;10;122.608;-1.16495;
20; 68; -102;-29.5;32.8;10;11;122.802;-0.989752;
21; 78; -91;-24.381;26.9048;6;7;119.963;-0.869452;
22; 84; -84;-19.4545;21.8636;13;25;118.835;-0.792796;
23; 97; -59;-14.3913;18.3478;6;15;113.367;-0.554076;
24; 103; -44;-9.5;15.75;4;13;111.716;-0.41115;
25; 107; -31;-4.84;13.88;0;9;111.012;-0.289102;
26; 107; -22;-0.538462;12.5;-1;8;108.789;-0.209723;
27; 106; -14;3.40741;11.5185;-3;6;106.418;-0.13809;
28; 103; -8;6.96429;10.8214;-11;7;102.77;-0.0842551;
29; 92; -1;9.89655;10.4138;-18;3;91.4203;-0.0180347;
30; 74; 2;12.0333;10.1333;-30;-3;73.4178;0.0184073;
31; 44; -1;13.0645;9.77419;-51;-15;43.4367;-0.0379643;
32; -7; -16;12.4375;8.96875;-40;-15;18.2991;-1.99877;
33; -47; -31;10.6364;7.75758;-25;-13;57.1566;-2.55477;
34; -72; -44;8.20588;6.23529;-13;-10;85.226;-2.59019;
35; -85; -54;5.54286;4.51429;-3;-9;101.552;-2.57337;
36; -88; -63;2.94444;2.63889;4;-8;109.088;-2.51861;
37; -84; -71;0.594595;0.648649;1.83601e-023;4.41851e-062;110.859;-2.43886;
