time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -100; 112;-100;112;64;7;150.294;2.30456;
2; -36; 119;-68;115.5;53;11;124.15;1.87044;
3; 17; 130;-39.6667;120.333;37;-3;130.645;1.4453;
4; 54; 127;-16.25;122;14;0;137.399;1.172;
5; 68; 127;0.6;123;1;1;143.417;1.08192;
6; 69; 128;12;123.833;-1;-1;144.77;1.07907;
7; 68; 127;20;124.286;-4;-7;143.417;1.08192;
8; 64; 120;25.5;123.75;-27;-30;135.359;1.08373;
9; 37; 90;26.7778;120;-27;-24;96.7102;1.18543;
10; 10; 66;25.1;114.6;-58;-34;66.2809;1.42921;
11; -48; 32;18.4545;107.091;-43;-19;58.0191;2.56526;
12; -91; 13;9.33333;99.25;-32;-18;92.5116;3.00478;
13; -123; -5;-0.846154;91.2308;-18;-6;123.764;-3.09809;
14; -141; -11;-10.8571;83.9286;-1;2;142.104;-3.06141;
15; -142; -9;-19.6;77.7333;4;-4;142.955;-3.07591;
16; -138; -13;-27;72.0625;18;9;139.291;-3.04537;
17; -120; -4;-32.4706;67.5882;36;13;120.727;-3.10528;
18; -84; 9;-35.3333;64.3333;49;6;85.0846;3.04014;
19; -35; 15;-35.3158;61.7368;40;2;38.5278;2.75244;
20; 5; 17;-33.3;59.5;25;-1;17.1783;1.31461;
21; 30; 16;-30.2857;57.4286;29;-17;33.2492;0.488969;
22; 59; -1;-26.2273;54.7727;23;-13;58.3693;-0.0236851;
23; 82; -14;-21.5217;51.7826;20;-17;82.6145;-0.174982;
24; 102; -31;-16.375;48.3333;19;-20;106.1;-0.300272;
25; 121; -51;-10.88;44.36;14;-22;130.862;-0.403505;
26; 135; -73;-5.26923;39.8462;0;-18;153.087;-0.499914;
27; 135; -91;-0.0740741;35;-20;-30;162.485;-0.59729;
28; 115; -121;4.03571;29.4286;-27;-6;166.764;-0.815208;
29; 88; -127;6.93103;24.0345;-45;-5;154.456;-0.969696;
30; 43; -132;8.13333;18.8333;-67;-4;138.992;-1.26116;
31; -24; -136;7.09677;13.8387;-39;-2;138.592;-1.74959;
32; -63; -138;4.90625;9.09375;-6;-1;152.318;-2.00188;
33; -69; -139;2.66667;4.60606;3;0;155.814;-2.03419;
34; -66; -139;0.647059;0.382353;0;1;154.497;-2.01682;
