time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -141; 126;-141;126;40;0;189.159;2.41529;
2; -101; 126;-121;126;55;1;161.454;2.25001;
3; -46; 127;-96;126.333;46;3;134.864;1.9222;
4; 0; 130;-72;127.25;40;3;129.623;1.57405;
5; 40; 133;-49.6;128.4;50;-3;138.402;1.28079;
6; 90; 130;-26.3333;128.667;10;0;157.563;0.96609;
7; 100; 130;-8.28571;128.857;-2;0;163.455;0.915739;
8; 98; 130;5;129;-3;0;162.245;0.925515;
9; 95; 130;15;129.111;-6;-1;160.458;0.940452;
10; 89; 129;22.4;129.1;-12;-13;156.172;0.967718;
11; 77; 116;27.3636;127.909;-41;-32;138.682;0.985816;
12; 36; 84;28.0833;124.25;-18;-18;90.876;1.16854;
13; 18; 66;27.3077;119.769;-36;-21;67.9357;1.30908;
14; -18; 45;24.0714;114.429;-18;-9;48.2755;1.96233;
15; -36; 36;20.0667;109.2;-10;-6;50.9463;2.3673;
16; -46; 30;15.9375;104.25;-2;-5;55.0681;2.57363;
17; -48; 25;12.1765;99.5882;0;1;54.3228;2.67118;
18; -48; 26;8.83333;95.5;0;0;54.7833;2.6549;
19; -48; 26;5.84211;91.8421;1;3;54.7833;2.6549;
20; -47; 29;3.2;88.7;1;2;55.3904;2.59856;
21; -46; 31;0.857143;85.9524;3;4;55.6124;2.55847;
22; -43; 35;-1.13636;83.6364;19;2;55.5355;2.46848;
23; -24; 37;-2.13043;81.6087;31;4;44.0185;2.15894;
24; 7; 41;-1.75;79.9167;18;4;41.1513;1.41026;
25; 25; 45;-0.68;78.52;11;3;50.9432;1.06734;
26; 36; 48;0.730769;77.3462;11;0;59.4445;0.929164;
27; 47; 48;2.44444;76.2593;3;2;66.6136;0.796485;
28; 50; 50;4.14286;75.3214;7;-6;70.145;0.785846;
29; 57; 44;5.96552;74.2414;21;-7;71.4419;0.656815;
30; 78; 37;8.36667;73;20;-12;85.7875;0.441056;
31; 98; 25;11.2581;71.4516;14;-24;100.636;0.247174;
32; 112; 1;14.4063;69.25;12;-25;111.58;0.00557652;
33; 124; -24;17.7273;66.4242;1;-27;125.959;-0.194766;
34; 125; -51;20.8824;62.9706;-25;-54;134.756;-0.391163;
35; 100; -105;23.1429;58.1714;-50;-37;144.983;-0.813689;
36; 50; -142;23.8889;52.6111;-52;-30;150.763;-1.23571;
37; -2; -172;23.1892;46.5405;-62;-27;172.395;-1.58485;
38; -64; -199;20.8947;40.0789;-28;-11;209.527;-1.88332;
39; -92; -210;18;33.6667;-18;-6;229.784;-1.98473;
40; -110; -216;14.8;27.425;-4;-1;242.925;-2.04267;
41; -114; -217;11.6585;21.4634;-1;1;245.653;-2.05532;
42; -115; -216;8.64286;15.8095;-1;1;245.238;-2.06083;
43; -116; -215;5.74419;10.4419;2;-1;244.83;-2.06635;
44; -114; -216;3.02273;5.29545;0;0;244.769;-2.05722;
45; -114; -216;0.422222;0.377778;2.52781e-052;9.49764e-043;244.769;-2.05722;
