time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -161; 124;-161;124;46;-3;203.191;2.48593;
2; -115; 121;-138;122.5;75;1;166.886;2.33152;
3; -40; 122;-105.333;122.333;45;2;128.297;1.88834;
4; 5; 124;-77.75;122.75;53;-3;123.981;1.53093;
5; 58; 121;-50.6;122.4;13;2;134.051;1.12383;
6; 71; 123;-30.3333;122.5;6;2;141.89;1.04723;
7; 77; 125;-15;122.857;-1;1;146.682;1.01862;
8; 76; 126;-3.625;123.25;-2;0;147.015;1.02798;
9; 74; 126;5;123.556;-1;-2;145.992;1.03971;
10; 73; 124;11.8;123.6;-6;-16;143.761;1.03866;
11; 67; 108;16.8182;122.182;-16;-17;126.963;1.01544;
12; 51; 91;19.6667;119.583;-27;-23;104.185;1.05991;
13; 24; 68;20;115.615;-35;-25;71.9805;1.23173;
14; -11; 43;17.7857;110.429;-44;-29;44.2854;1.82318;
15; -55; 14;12.9333;104;-27;-15;56.782;2.8946;
16; -82; -1;7;97.4375;-8;-5;82.0664;-3.12797;
17; -90; -6;1.29412;91.3529;2;2;90.2664;-3.07377;
18; -88; -4;-3.66667;86.0556;6;8;88.155;-3.09487;
19; -82; 4;-7.78947;81.7368;43;15;82.1506;3.09432;
20; -39; 19;-9.35;78.6;38;6;43.3836;2.69129;
21; -1; 25;-8.95238;76.0476;35;-1;24.9049;1.61332;
22; 34; 24;-7;73.6818;25;-6;41.5014;0.613164;
23; 59; 18;-4.13043;71.2609;20;-12;61.5942;0.294567;
24; 79; 6;-0.666667;68.5417;16;-23;79.16;0.0743782;
25; 95; -17;3.16;65.12;6;-44;96.472;-0.178381;
26; 101; -61;6.92308;60.2692;-5;-44;118.002;-0.544438;
27; 96; -105;10.2222;54.1481;-19;-47;142.318;-0.831007;
28; 77; -152;12.6071;46.7857;-22;-39;170.469;-1.10252;
29; 55; -191;14.069;38.5862;-38;-21;198.858;-1.29087;
30; 17; -212;14.1667;30.2333;-46;-8;212.793;-1.4911;
31; -29; -220;12.7742;22.1613;-79;-8;222.027;-1.70205;
32; -108; -228;9;14.3438;-29;-1;252.417;-2.01318;
33; -137; -229;4.57576;6.9697;-12;3;266.983;-2.10989;
34; -149; -226;0.0588235;0.117647;13.8529;28.9412;270.828;-2.15362;
