time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -24; 125;-24;125;0;0;127.153;1.76174;
2; -24; 125;-24;125;0;-1;127.153;1.76174;
3; -24; 124;-24;124.667;0;-1;126.171;1.76324;
4; -24; 123;-24;124.25;1;-1;125.19;1.76477;
5; -23; 122;-23.8;123.8;14;-7;124.018;1.75841;
6; -9; 115;-21.3333;122.333;21;-12;115.205;1.65014;
7; 12; 103;-16.5714;119.571;9;-14;103.525;1.4559;
8; 21; 89;-11.875;115.75;9;-18;91.2601;1.34009;
9; 30; 71;-7.22222;110.778;3;-15;76.8812;1.17179;
10; 33; 56;-3.2;105.3;-3;-24;64.7972;1.0388;
11; 30; 32;-0.181818;98.6364;-21;-26;43.6582;0.81737;
12; 9; 6;0.583333;90.9167;-34;-13;10.6197;0.582504;
13; -25; -7;-1.38462;83.3846;-29;-6;26.131;-2.86412;
14; -54; -13;-5.14286;76.5;-29;0;55.7078;-2.90314;
15; -83; -13;-10.3333;70.5333;-14;2;84.1664;-2.98462;
16; -97; -11;-15.75;65.4375;0;0;97.7704;-3.02722;
17; -97; -11;-20.5294;60.9412;1;-1;97.7704;-3.02722;
18; -96; -12;-24.7222;56.8889;1;1;96.8973;-3.01579;
19; -95; -11;-28.4211;53.3158;0;1;95.7837;-3.02484;
20; -95; -10;-31.75;50.15;5;1;95.6724;-3.03522;
21; -90; -9;-34.5238;47.3333;9;-2;90.5956;-3.04033;
22; -81; -11;-36.6364;44.6818;28;-13;81.8952;-3.00492;
23; -53; -24;-37.3478;41.6957;11;-20;58.3658;-2.71485;
24; -42; -44;-37.5417;38.125;14;-13;61.0327;-2.33272;
25; -28; -57;-37.16;34.32;19;-16;63.7057;-2.02816;
26; -9; -73;-36.0769;30.1923;21;-11;73.7256;-1.69497;
27; 12; -84;-34.2963;25.963;21;-2;84.9907;-1.43069;
28; 33; -86;-31.8929;21.9643;33;4;92.2145;-1.20635;
29; 66; -82;-28.5172;18.3793;15;9;105.302;-0.895002;
30; 81; -73;-24.8667;15.3333;6;9;109.049;-0.73538;
31; 87; -64;-21.2581;12.7742;5;5;107.992;-0.636142;
32; 92; -59;-17.7188;10.5313;2;3;109.268;-0.572104;
33; 94; -56;-14.3333;8.51515;2;0;109.385;-0.53914;
34; 96; -56;-11.0882;6.61765;0;2;111.106;-0.529899;
35; 96; -54;-8.02857;4.88571;0;-1;110.108;-0.514225;
36; 96; -55;-5.13889;3.22222;0;-2;110.604;-0.522097;
37; 96; -57;-2.40541;1.59459;-2;4;111.614;-0.537629;
38; 94; -53;0.131579;0.157895;237;-24;107.875;-0.515273;
