time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -122; 150;-122;150;87;0;192.9;2.25696;
2; -35; 150;-78.5;150;47;-8;153.342;1.80252;
3; 12; 142;-48.3333;147.333;27;4;141.734;1.48756;
4; 39; 146;-26.5;147;13;9;150.332;1.30986;
5; 52; 155;-10.8;148.6;11;0;162.704;1.24689;
6; 63; 155;1.5;149.667;2;-1;166.532;1.18423;
7; 65; 154;10.5714;150.286;-3;-4;166.374;1.17083;
8; 62; 150;17;150.25;-2;1;161.526;1.1783;
9; 60; 151;21.7778;150.333;-6;-9;161.701;1.19209;
10; 54; 142;25;149.5;-17;-28;151.137;1.20696;
11; 37; 114;26.0909;146.273;-38;-36;119.068;1.25673;
12; -1; 78;23.8333;140.583;-29;-25;77.2528;1.58654;
13; -30; 53;19.6923;133.846;-35;-25;60.3521;2.09516;
14; -65; 28;13.6429;126.286;-16;-7;70.6778;2.74589;
15; -81; 21;7.33333;119.267;-4;1;83.701;2.89732;
16; -85; 22;1.5625;113.188;3;3;87.8241;2.89729;
17; -82; 25;-3.35294;108;10;4;85.716;2.85485;
18; -72; 29;-7.16667;103.611;26;4;77.5427;2.76879;
19; -46; 33;-9.21053;99.8947;33;2;56.3522;2.53244;
20; -13; 35;-9.4;96.65;16;4;36.7052;1.93913;
21; 3; 39;-8.80952;93.9048;38;-14;38.3444;1.49813;
22; 41; 25;-6.54545;90.7727;23;-7;47.4453;0.536316;
23; 64; 18;-3.47826;87.6087;15;-18;66.0734;0.264028;
24; 79; 0;-0.0416667;83.9583;12;-33;78.7874;-0.00960519;
25; 91; -33;3.6;79.28;9;-39;96.8567;-0.355995;
26; 100; -72;7.30769;73.4615;5;-38;123.492;-0.630019;
27; 105; -110;10.9259;66.6667;-4;-28;152.469;-0.813103;
28; 101; -138;14.1429;59.3571;-16;-20;171.496;-0.942614;
29; 85; -158;16.5862;51.8621;-23;-13;179.978;-1.08028;
30; 62; -171;18.1;44.4333;-43;-8;182.531;-1.22549;
31; 19; -179;18.129;37.2258;-31;-2;180.736;-1.46668;
32; -12; -181;17.1875;30.4063;-19;-4;182.167;-1.63791;
33; -31; -185;15.7273;23.8788;-90;-7;188.361;-1.73729;
34; -121; -192;11.7059;17.5294;-8;1;227.703;-2.13216;
35; -129; -191;7.68571;11.5714;-1;1;231.23;-2.16376;
36; -130; -190;3.86111;5.97222;-1;3;230.964;-2.16977;
37; -131; -187;0.216216;0.756757;2;0;229.064;-2.18076;
