time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 121; 189;121;189;-1;3;223.846;0.999706;
2; 120; 192;120.5;190.5;-3;4;225.843;1.01061;
3; 117; 196;119.333;192.333;-8;4;227.685;1.03111;
4; 109; 200;116.75;194.25;-9;3;227.181;1.07038;
5; 100; 203;113.4;196;-25;-3;225.688;1.11175;
6; 75; 200;107;196.667;-46;-11;212.968;1.21091;
7; 29; 189;95.8571;195.571;-19;-7;190.544;1.41801;
8; 10; 182;85.125;193.875;-10;-7;181.6;1.5157;
9; 0; 175;75.6667;191.778;-45;-23;174.324;1.5708;
10; -45; 152;63.6;187.8;-34;-28;157.874;1.85984;
11; -79; 124;50.6364;182;-27;-28;146.458;2.14053;
12; -106; 96;37.5833;174.833;-19;-35;142.558;2.40917;
13; -125; 61;25.0769;166.077;-9;-37;138.795;2.69197;
14; -134; 24;13.7143;155.929;2;-30;136.015;2.96926;
15; -132; -6;4;145.133;9;-63;132.169;-3.09106;
16; -123; -69;-3.9375;131.75;5;-45;141.364;-2.62619;
17; -118; -114;-10.6471;117.294;7;-20;164.543;-2.37048;
18; -111; -134;-16.2222;103.333;29;-30;174.524;-2.26012;
19; -82; -164;-19.6842;89.2632;25;-5;183.962;-2.0328;
20; -57; -169;-21.55;76.35;39;1;178.994;-1.89489;
21; -18; -168;-21.381;64.7143;29;3;169.633;-1.67711;
22; 11; -165;-19.9091;54.2727;27;8;166.04;-1.5045;
23; 38; -157;-17.3913;45.087;25;12;162.19;-1.33431;
24; 63; -145;-14.0417;37.1667;24;20;158.715;-1.16262;
25; 87; -125;-10;30.68;6;16;152.851;-0.965285;
26; 93; -109;-6.03846;25.3077;4;25;143.798;-0.867491;
27; 97; -84;-2.22222;21.2593;1;26;128.759;-0.717665;
28; 98; -58;1.35714;18.4286;-5;17;114.223;-0.539486;
29; 93; -41;4.51724;16.3793;-5;11;101.911;-0.421294;
30; 88; -30;7.3;14.8333;-25;19;93.1933;-0.335416;
31; 63; -11;9.09677;14;-23;0;64.0728;-0.183249;
32; 40; -11;10.0625;13.2188;-32;-9;41.6692;-0.284002;
33; 8; -20;10;12.2121;-59;-41;22.1694;-1.20161;
34; -51; -61;8.20588;10.0588;-35;-33;80.0306;-2.26173;
35; -86; -94;5.51429;7.08571;-11;-15;127.904;-2.30821;
36; -97; -109;2.66667;3.86111;1;-5;146.416;-2.29494;
37; -96; -114;0;0.675676;1.83601e-023;4.41851e-062;149.554;-2.26778;
