time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 32; 131;32;131;-9;9;134.08;1.33317;
2; 23; 140;27.5;135.5;-10;5;141.128;1.41023;
3; 13; 145;22.6667;138.667;-16;4;144.858;1.48396;
4; -3; 149;16.25;141.25;-16;4;148.352;1.59397;
5; -19; 153;9.2;143.6;-15;1;153.548;1.69773;
6; -34; 154;2;145.333;-21;-9;157.133;1.79175;
7; -55; 145;-6.14286;145.286;-33;-31;154.594;1.93756;
8; -88; 114;-16.375;141.375;-20;-33;143.739;2.23352;
9; -108; 81;-26.5556;134.667;-11;-28;134.94;2.50411;
10; -119; 53;-35.8;126.5;6;-23;130.391;2.72877;
11; -113; 30;-42.8182;117.727;22;-13;117.164;2.88872;
12; -91; 17;-46.8333;109.333;56;3;92.8812;2.96505;
13; -35; 20;-45.9231;102.462;37;16;40.3583;2.64262;
14; 2; 36;-42.5;97.7143;26;22;35.3471;1.52658;
15; 28; 58;-37.8;95.0667;16;30;63.5957;1.12253;
16; 44; 88;-32.6875;94.625;5;22;97.5765;1.10801;
17; 49; 110;-27.8824;95.5294;-7;9;119.614;1.15273;
18; 42; 119;-24;96.8333;-4;2;125.401;1.23297;
19; 38; 121;-20.7368;98.1053;-3;0;126.04;1.26818;
20; 35; 121;-17.95;99.25;2;-11;125.179;1.29106;
21; 37; 110;-15.3333;99.7619;2;-41;115.265;1.24802;
22; 39; 69;-12.8636;98.3636;-4;-63;78.4453;1.05689;
23; 35; 6;-10.7826;94.3478;-9;-123;34.9684;0.152513;
24; 26; -117;-9.25;85.5417;-2;-34;120.432;-1.35691;
25; 24; -151;-7.92;76.08;0;-65;153.507;-1.41669;
26; 24; -216;-6.69231;64.8462;7;-35;217.965;-1.46248;
27; 31; -251;-5.2963;53.1481;2;-19;253.536;-1.44996;
28; 33; -270;-3.92857;41.6071;1;-13;272.639;-1.45108;
29; 34; -283;-2.62069;30.4138;-4;-5;285.666;-1.45304;
30; 30; -288;-1.53333;19.8;-1;-1;290.197;-1.46875;
31; 29; -289;-0.548387;9.83871;2;6;291.092;-1.47252;
32; 31; -283;0.4375;0.6875;7;-2;285.329;-1.46348;
