time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 56; 122;56;122;-8;6;133.173;1.14106;
2; 48; 128;52;125;-21;4;135.647;1.21317;
3; 27; 132;43.6667;127.333;-12;4;133.714;1.37141;
4; 15; 136;36.5;129.5;-13;3;135.839;1.46397;
5; 2; 139;29.6;131.4;-18;0;138.072;1.56005;
6; -16; 139;22;132.667;-22;-7;139.049;1.68986;
7; -38; 132;13.4286;132.571;-49;-14;136.607;1.85662;
8; -87; 118;0.875;130.75;-44;-31;146.161;2.21275;
9; -131; 87;-13.7778;125.889;-24;-31;157.174;2.56213;
10; -155; 56;-27.9;118.9;1;-24;164.977;2.80129;
11; -154; 32;-39.3636;111;51;-21;157.608;2.94319;
12; -103; 11;-44.6667;102.667;56;-1;104.004;3.04467;
13; -47; 10;-44.8462;95.5385;38;8;48.373;2.95309;
14; -9; 18;-42.2857;90;26;17;19.5385;2.0795;
15; 17; 35;-38.3333;86.3333;19;25;37.8432;1.12011;
16; 36; 60;-33.6875;84.6875;10;25;68.9037;1.02981;
17; 46; 85;-29;84.7059;3;26;95.5805;1.07484;
18; 49; 111;-24.6667;86.1667;-1;3;120.27;1.15587;
19; 48; 114;-20.8421;87.6316;-2;-2;122.631;1.17319;
20; 46; 112;-17.5;88.85;0;-8;120.017;1.1821;
21; 46; 104;-14.4762;89.5714;-1;-34;112.655;1.15519;
22; 45; 70;-11.7727;88.6818;-4;-94;82.1506;0.998586;
23; 41; -24;-9.47826;83.7826;-10;-88;47.5471;-0.552055;
24; 31; -112;-7.79167;75.625;-7;-80;116.977;-1.30716;
25; 24; -192;-6.52;64.92;-1;-61;194.359;-1.44967;
26; 23; -253;-5.38462;52.6923;7;-19;254.929;-1.48248;
27; 30; -272;-4.07407;40.6667;2;-5;274.523;-1.46319;
28; 32; -277;-2.78571;29.3214;1;2;279.713;-1.458;
29; 33; -275;-1.55172;18.8276;1;4;277.841;-1.45361;
30; 34; -271;-0.366667;9.16667;-7;25;273.989;-1.44828;
31; 27; -246;0.516129;0.935484;2;6;248.352;-1.46395;
