time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -17; 189;-17;189;0;-2;189.657;1.6646;
2; -17; 187;-17;188;2;-6;187.666;1.6656;
3; -15; 181;-16.3333;185.667;6;-18;181.509;1.65776;
4; -9; 163;-14.5;180;10;-18;163.116;1.6307;
5; 1; 145;-11.4;173;12;-31;144.824;1.56917;
6; 13; 114;-7.33333;163.167;-3;-40;114.479;1.46371;
7; 10; 74;-4.85714;150.429;-9;-37;74.399;1.44634;
8; 1; 37;-4.125;136.25;-7;-16;36.8243;1.56441;
9; -6; 21;-4.33333;123.444;-29;-36;21.8948;1.8849;
10; -35; -15;-7.4;109.6;-22;-3;38.8515;-2.74028;
11; -57; -18;-11.9091;98;-20;1;60.557;-2.83674;
12; -77; -17;-17.3333;88.4167;-12;3;79.6391;-2.92421;
13; -89; -14;-22.8462;80.5385;-7;2;90.8773;-2.98496;
14; -96; -12;-28.0714;73.9286;-3;1;97.5278;-3.01641;
15; -99; -11;-32.8;68.2667;4;-1;100.389;-3.03003;
16; -95; -12;-36.6875;63.25;1;2;96.5357;-3.01512;
17; -94; -10;-40.0588;58.9412;0;0;95.3095;-3.03462;
18; -94; -10;-43.0556;55.1111;0;0;95.3095;-3.03462;
19; -94; -10;-45.7368;51.6842;4;-5;95.3095;-3.03462;
20; -90; -15;-47.95;48.35;16;-10;92.0248;-2.97592;
21; -74; -25;-49.1905;44.8571;34;-24;78.8899;-2.81678;
22; -40; -49;-48.7727;40.5909;19;-16;63.8756;-2.26294;
23; -21; -65;-47.5652;36;24;-15;68.7144;-1.89309;
24; 3; -80;-45.4583;31.1667;32;-7;80.2076;-1.54292;
25; 35; -87;-42.24;26.44;26;-3;93.6578;-1.19659;
26; 61; -90;-38.2692;21.9615;20;-3;108.444;-0.981891;
27; 81; -93;-33.8519;17.7037;32;5;122.962;-0.859887;
28; 113; -88;-28.6071;13.9286;12;8;142.73;-0.665923;
29; 125; -80;-23.3103;10.6897;10;11;147.86;-0.573106;
30; 135; -69;-18.0333;8.03333;5;7;151.012;-0.475842;
31; 140; -62;-12.9355;5.77419;1;4;152.487;-0.419987;
32; 141; -58;-8.125;3.78125;2;0;151.824;-0.393241;
33; 143; -58;-3.54545;1.90909;0;1;153.673;-0.388254;
34; 143; -57;0.764706;0.176471;-14.0882;3.94118;153.297;-0.382217;
