time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 41; 157;41;157;-4;17;161.218;1.31815;
2; 37; 174;39;165.5;-7;12;176.865;1.36409;
3; 30; 186;36;172.333;-11;5;187.405;1.41381;
4; 19; 191;31.75;177;-31;-5;190.979;1.47483;
5; -12; 186;23;178.8;-23;-5;185.535;1.6393;
6; -35; 181;13.3333;179.167;-22;-16;183.604;1.76648;
7; -57; 165;3.28571;177.143;-20;-18;173.949;1.90891;
8; -77; 147;-6.75;173.375;-32;-43;165.477;2.05958;
9; -109; 104;-18.1111;165.667;-26;-46;150.545;2.3872;
10; -135; 58;-29.8;154.9;-16;-36;147.224;2.7433;
11; -151; 22;-40.8182;142.818;-16;-20;153.16;3.00339;
12; -167; 2;-51.3333;131.083;7;-16;167.704;3.13503;
13; -160; -14;-59.6923;119.923;32;-13;161.389;-3.04914;
14; -128; -27;-64.5714;109.429;52;-4;131.689;-2.92811;
15; -76; -31;-65.3333;100.067;64;9;83.0692;-2.74745;
16; -12; -22;-62;92.4375;27;14;26.1859;-2.07715;
17; 15; -8;-57.4706;86.5294;17;19;16.8434;-0.556711;
18; 32; 11;-52.5;82.3333;19;22;32.8892;0.312135;
19; 51; 33;-47.0526;79.7368;11;43;59.6699;0.568015;
20; 62; 76;-41.6;79.55;2;27;96.9417;0.886228;
21; 64; 103;-36.5714;80.6667;-7;23;120.13;1.01581;
22; 57; 126;-32.3182;82.7273;-2;4;137.185;1.14791;
23; 55; 130;-28.5217;84.7826;0;1;140.055;1.17265;
24; 55; 131;-25.0417;86.7083;1;-2;140.977;1.1754;
25; 56; 129;-21.8;88.4;2;-14;139.527;1.16327;
26; 58; 115;-18.7308;89.4231;-1;-47;127.68;1.1054;
27; 57; 68;-15.9259;88.6296;-3;-62;87.5905;0.872696;
28; 54; 6;-13.4286;85.6786;-6;-45;53.5434;0.0953944;
29; 48; -39;-11.3103;81.3793;-8;-64;61.8813;-0.700739;
30; 40; -103;-9.6;75.2333;-7;-47;111.084;-1.20918;
31; 33; -150;-8.22581;67.9677;3;-42;154.318;-1.35993;
32; 36; -192;-6.84375;59.8438;-4;-16;196.103;-1.3898;
33; 32; -208;-5.66667;51.7273;-1;-13;211.232;-1.42207;
34; 31; -221;-4.58824;43.7059;0;-13;223.959;-1.43509;
35; 31; -234;-3.57143;35.7714;0;-16;236.846;-1.44251;
36; 31; -250;-2.61111;27.8333;0;-2;252.723;-1.45061;
37; 31; -252;-1.7027;20.2703;-1;3;254.709;-1.45155;
38; 30; -249;-0.868421;13.1842;0;7;251.612;-1.45408;
39; 30; -242;-0.0769231;6.64103;1;19;244.661;-1.45075;
40; 31; -223;0.7;0.9;2;-110;225.941;-1.43629;
