time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -13; 150;-13;150;36;-3;150.321;1.6626;
2; 23; 147;5;148.5;28;-5;148.361;1.42047;
3; 51; 142;20.3333;146.333;19;-3;150.324;1.23018;
4; 70; 139;32.75;144.5;0;-4;155.001;1.10787;
5; 70; 135;40.2;142.6;-2;-3;151.433;1.09607;
6; 68; 132;44.8333;140.833;-4;-14;147.851;1.09883;
7; 64; 118;47.5714;137.571;-21;-27;133.593;1.07785;
8; 43; 91;47;131.75;-47;-27;100.033;1.13509;
9; -4; 64;41.3333;124.222;-52;-33;63.8667;1.64573;
10; -56; 31;31.6;114.9;-14;-15;64.5433;2.64611;
11; -70; 16;22.3636;105.909;-10;-5;72.4988;2.92348;
12; -80; 11;13.8333;98;1;2;81.4852;3.01005;
13; -79; 13;6.69231;91.4615;2;2;80.7838;2.98388;
14; -77; 15;0.714286;86;4;3;79.1558;2.95496;
15; -73; 18;-4.2;81.4667;17;2;75.8717;2.9063;
16; -56; 20;-7.4375;77.625;27;4;60.0975;2.80784;
17; -29; 24;-8.70588;74.4706;29;-1;38.0529;2.46967;
18; 0; 23;-8.22222;71.6111;28;-2;22.7009;1.60522;
19; 28; 21;-6.31579;68.9474;25;-6;34.1882;0.6499;
20; 53; 15;-3.35;66.25;38;-30;54.245;0.274185;
21; 91; -15;1.14286;62.381;27;-23;91.509;-0.168124;
22; 118; -38;6.45455;57.8182;12;-21;123.321;-0.315901;
23; 130; -59;11.8261;52.7391;-8;-22;142.181;-0.43032;
24; 122; -81;16.4167;47.1667;-38;-31;145.965;-0.590853;
25; 84; -112;19.12;40.8;-50;-21;139.784;-0.933108;
26; 34; -133;19.6923;34.1154;-49;-10;137.389;-1.32659;
27; -15; -143;18.4074;27.5556;-33;-4;144.179;-1.68047;
28; -48; -147;16.0357;21.3214;-31;-5;155.179;-1.89057;
29; -79; -152;12.7586;15.3448;-35;9;171.942;-2.0533;
30; -114; -143;8.53333;10.0667;-1;-2;183.612;-2.2461;
31; -115; -145;4.54839;5.06452;-1;-2;185.798;-2.24357;
32; -116; -147;0.78125;0.3125;19.7813;33.125;187.986;-2.2411;
