time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 71; 109;71;109;-23;1;128.975;0.99303;
2; 48; 110;59.5;109.5;-25;1;118.913;1.16043;
3; 23; 111;47.3333;110;-38;3;112.305;1.36963;
4; -15; 114;31.75;111;-34;-9;114.106;1.70759;
5; -49; 105;15.6;109.8;-39;-15;115.241;2.01535;
6; -88; 90;-1.66667;106.5;-39;-28;125.583;2.35349;
7; -127; 62;-19.5714;100.143;-19;-32;141.412;2.69528;
8; -146; 30;-35.375;91.375;-27;-46;149.409;2.94598;
9; -173; -16;-50.6667;79.4444;2;-31;174.387;-3.04418;
10; -171; -47;-62.7;66.8;8;-33;178.138;-2.869;
11; -163; -80;-71.8182;53.4545;18;-42;182.5;-2.68196;
12; -145; -122;-77.9167;38.8333;25;-41;190.544;-2.44016;
13; -120; -163;-81.1538;23.3077;48;-20;203.513;-2.20482;
14; -72; -183;-80.5;8.57143;64;0;197.753;-1.94649;
15; -8; -183;-75.6667;-4.2;37;13;184.159;-1.61729;
16; 29; -170;-69.125;-14.5625;39;29;173.309;-1.40595;
17; 68; -141;-61.0588;-22;55;67;157.165;-1.1273;
18; 123; -74;-50.8333;-24.8889;48;63;143.564;-0.549355;
19; 171; -11;-39.1579;-24.1579;16;38;170.859;-0.0700565;
20; 187; 27;-27.85;-21.6;-8;37;188.25;0.138772;
21; 179; 64;-18;-17.5238;-31;23;189.248;0.339597;
22; 148; 87;-10.4545;-12.7727;-29;11;170.709;0.528243;
23; 119; 98;-4.82609;-7.95652;-32;5;153.117;0.68641;
24; 87; 103;-1;-3.33333;-49;1;133.731;0.867977;
25; 38; 104;0.56;0.96;-75.48;-23.4;109.631;1.22227;
