time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 129; 170;129;170;-10;4;212.534;0.920653;
2; 119; 174;124;172;-11;1;209.922;0.970125;
3; 108; 175;118.667;173;-21;-2;204.757;1.01722;
4; 87; 173;110.75;173;-39;-5;192.75;1.10456;
5; 48; 168;98.2;172;-30;-6;173.834;1.29315;
6; 18; 162;84.8333;170.333;-40;-10;162.14;1.46174;
7; -22; 152;69.5714;167.714;-59;-31;152.82;1.71759;
8; -81; 121;50.75;161.875;-35;-22;145.123;2.16588;
9; -116; 99;32.2222;154.889;-26;-25;152.239;2.44072;
10; -142; 74;14.8;146.8;-28;-30;160.06;2.66677;
11; -170; 44;-2;137.455;-20;-34;175.739;2.89337;
12; -190; 10;-17.6667;126.833;-11;-34;190.574;3.09342;
13; -201; -24;-31.7692;115.231;-1;-58;202.877;-3.01893;
14; -202; -82;-43.9286;101.143;3;-41;218.647;-2.75309;
15; -199; -123;-54.2667;86.2;13;-45;234.678;-2.58578;
16; -186; -168;-62.5;70.3125;24;-23;251.453;-2.40551;
17; -162; -191;-68.3529;54.9412;20;-17;251.306;-2.27318;
18; -142; -208;-72.4444;40.3333;25;-14;252.728;-2.16913;
19; -117; -222;-74.7895;26.5263;27;-8;251.837;-2.05555;
20; -90; -230;-75.55;13.7;47;-1;247.877;-1.9439;
21; -43; -231;-74;2.04762;54;4;235.842;-1.75567;
22; 11; -227;-70.1364;-8.36364;54;18;228.072;-1.5241;
23; 65; -209;-64.2609;-17.087;24;15;219.557;-1.27192;
24; 89; -194;-57.875;-24.4583;23;32;214.043;-1.14378;
25; 112; -162;-51.08;-29.96;28;69;197.425;-0.969737;
26; 140; -93;-43.7308;-32.3846;27;71;168.238;-0.591591;
27; 167; -22;-35.9259;-32;26;73;168.203;-0.13611;
28; 193; 51;-27.75;-29.0357;4;51;199.074;0.254797;
29; 197; 102;-20;-24.5172;-14;25;221.149;0.475186;
30; 183; 127;-13.2333;-19.4667;-31;18;221.992;0.604539;
31; 152; 145;-7.90323;-14.1613;-35;11;209.246;0.76015;
32; 117; 156;-4;-8.84375;-36;1;194.13;0.926204;
33; 81; 157;-1.42424;-3.81818;-22;-3;175.77;1.09413;
34; 59; 154;0.352941;0.823529;2.7364e-057;5.23703e-033;164.02;1.20514;
