time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 175; 300;175;300;-15;-4;346.376;1.0438;
2; 160; 296;167.5;298;-26;-9;335.553;1.07644;
3; 134; 287;156.333;294.333;-40;-16;315.844;1.13542;
4; 94; 271;140.75;288.5;-57;-17;285.994;1.23883;
5; 37; 254;120;281.6;-33;-26;255.953;1.42886;
6; 4; 228;100.667;272.667;-29;-42;227.402;1.55669;
7; -25; 186;82.7143;260.286;-45;-92;187.165;1.70905;
8; -70; 94;63.625;239.5;-7;-36;117.181;2.21948;
9; -77; 58;48;219.333;-34;-62;96.6652;2.50608;
10; -111; -4;32.1;197;-12;-48;111.889;-3.10028;
11; -123; -52;18;174.364;0;-30;134.513;-2.73966;
12; -123; -82;6.25;153;3;-33;148.832;-2.55308;
13; -120; -115;-3.46154;132.385;13;-30;167.21;-2.37807;
14; -107; -145;-10.8571;112.571;22;-25;181.176;-2.20802;
15; -85; -170;-15.8;93.7333;43;-5;190.976;-2.0367;
16; -42; -175;-17.4375;76.9375;99;17;180.759;-1.80981;
17; 57; -158;-13.0588;63.1176;38;20;168.285;-1.23025;
18; 95; -138;-7.05556;51.9444;23;15;167.603;-0.973892;
19; 118; -123;-0.473684;42.7368;10;16;170.351;-0.812024;
20; 128; -107;5.95;35.25;4;18;166.625;-0.702184;
21; 132; -89;11.9524;29.3333;-7;18;158.893;-0.599258;
22; 125; -71;17.0909;24.7727;-38;14;143.377;-0.523054;
23; 87; -57;20.1304;21.2174;-42;3;103.691;-0.589202;
24; 45; -54;21.1667;18.0833;-64;-4;70.2686;-0.890384;
25; -19; -58;19.56;15.04;-73;-12;61.8721;-1.89642;
26; -92; -70;15.2692;11.7692;-24;-13;116.61;-2.49105;
27; -116; -83;10.4074;8.25926;-14;-14;143.642;-2.52023;
28; -130; -97;5.39286;4.5;2;-11;163.207;-2.50042;
29; -128; -108;0.793103;0.62069;-5.7303e-315;346.376;168.482;-2.44096;
