time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 6; 113;6;113;3;8;112.561;1.5244;
2; 9; 121;7.5;117;-4;2;120.72;1.50265;
3; 5; 123;6.66667;119;-5;3;122.513;1.53634;
4; 0; 126;5;120.75;-5;3;125.442;1.57701;
5; -5; 129;3;122.4;-9;4;128.57;1.61577;
6; -14; 133;0.166667;124.167;-11;5;133.262;1.68193;
7; -25; 138;-3.42857;126.143;-29;-4;139.837;1.75621;
8; -54; 134;-9.75;127.125;-33;-2;144.247;1.96034;
9; -87; 132;-18.3333;127.667;-42;-10;158.056;2.15961;
10; -129; 122;-29.4;127.1;-35;-7;177.737;2.38938;
11; -164; 115;-41.6364;126;-16;-15;200.621;2.53457;
12; -180; 100;-53.1667;123.833;-18;-17;206.324;2.6387;
13; -198; 83;-64.3077;120.692;-14;-20;215.197;2.74845;
14; -212; 63;-74.8571;116.571;-11;-24;221.752;2.85616;
15; -223; 39;-84.7333;111.4;-4;-17;227.058;2.97148;
16; -227; 22;-93.625;105.813;0;-36;228.787;3.04774;
17; -227; -14;-101.471;98.7647;1;-16;228.245;-3.07776;
18; -226; -30;-108.389;91.6111;10;-27;228.83;-3.00764;
19; -216; -57;-114.053;83.7895;8;-35;224.292;-2.88206;
20; -208; -92;-118.75;75;16;-19;228.378;-2.72429;
21; -192; -111;-122.238;66.1429;18;-13;222.732;-2.61699;
22; -174; -124;-124.591;57.5;19;-15;214.623;-2.52242;
23; -155; -139;-125.913;48.9565;32;-17;209.152;-2.41106;
24; -123; -156;-125.792;40.4167;31;-10;199.581;-2.23979;
25; -92; -166;-124.44;32.16;37;-7;190.658;-2.07903;
26; -55; -173;-121.769;24.2692;25;-5;182.303;-1.88176;
27; -30; -178;-118.37;16.7778;22;-1;181.193;-1.7415;
28; -8; -179;-114.429;9.78571;28;3;179.775;-1.61965;
29; 20; -176;-109.793;3.37931;28;5;177.603;-1.46237;
30; 48; -171;-104.533;-2.43333;25;7;177.94;-1.30221;
31; 73; -164;-98.8065;-7.64516;24;13;179.71;-1.15724;
32; 97; -151;-92.6875;-12.125;22;9;179.524;-1.00514;
33; 119; -142;-86.2727;-16.0606;30;11;185.201;-0.878464;
34; 149; -131;-79.3529;-19.4412;28;15;198.185;-0.725922;
35; 177; -116;-72.0286;-22.2;22;13;211.281;-0.58438;
36; 199; -103;-64.5;-24.4444;18;22;223.642;-0.481446;
37; 217; -81;-56.8919;-25.973;15;14;231.091;-0.360705;
38; 232; -67;-49.2895;-27.0526;7;11;240.888;-0.284276;
39; 239; -56;-41.8974;-27.7949;6;17;244.842;-0.233111;
40; 245; -39;-34.725;-28.075;5;25;247.403;-0.16059;
41; 250; -14;-27.7805;-27.7317;-11;50;249.645;-0.0583559;
42; 239; 36;-21.4286;-26.2143;-16;30;240.842;0.147687;
43; 223; 66;-15.7442;-24.0698;-27;34;231.655;0.286388;
44; 196; 100;-10.9318;-21.25;-36;25;219.087;0.471119;
45; 160; 125;-7.13333;-18;-35;22;202.08;0.663396;
46; 125; 147;-4.26087;-14.413;-28;18;192.029;0.86731;
47; 97; 165;-2.10638;-10.5957;-38;13;190.522;1.04138;
48; 59; 178;-0.833333;-6.66667;-17;-2;186.747;1.25375;
49; 42; 176;0.0408163;-2.93878;-5;-4;180.217;1.34003;
50; 37; 172;0.78;0.56;0;0;175.224;1.36259;
