time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -170; 151;-170;151;2;1;227.321;2.41914;
2; -168; 152;-169;151.5;16;0;226.492;2.40999;
3; -152; 152;-163.333;151.667;51;-3;214.852;2.36022;
4; -101; 149;-147.75;151;55;-2;179.736;2.17111;
5; -46; 147;-127.4;150.2;56;6;153.533;1.87872;
6; 10; 153;-104.5;150.667;30;2;152.605;1.50872;
7; 40; 155;-83.8571;151.286;21;1;159.278;1.3204;
8; 61; 156;-65.75;151.875;10;-1;166.667;1.19953;
9; 71; 155;-50.5556;152.222;8;-1;169.639;1.14242;
10; 79; 154;-37.6;152.4;2;-2;172.225;1.09774;
11; 81; 152;-26.8182;152.364;-7;3;171.377;1.08204;
12; 74; 155;-18.4167;152.583;-1;-5;170.907;1.12646;
13; 73; 150;-11.3846;152.385;-6;-22;165.968;1.11895;
14; 67; 128;-5.78571;150.643;-10;-33;143.617;1.08964;
15; 57; 95;-1.6;146.933;-23;-31;109.923;1.03131;
16; 34; 64;0.625;141.75;-28;-33;71.6123;1.08453;
17; 6; 31;0.941176;135.235;-45;-33;30.8001;1.39236;
18; -39; -2;-1.27778;127.611;-20;-25;39.6247;-3.07368;
19; -59; -27;-4.31579;119.474;-7;-6;65.6574;-2.70625;
20; -66; -33;-7.4;111.85;-5;-1;74.5763;-2.67288;
21; -71; -34;-10.4286;104.905;-2;1;79.5005;-2.69007;
22; -73; -33;-13.2727;98.6364;3;7;80.8832;-2.71199;
23; -70; -26;-15.7391;93.2174;3;0;75.4138;-2.77986;
24; -67; -26;-17.875;88.25;7;4;72.6158;-2.76523;
25; -60; -22;-19.56;83.84;30;13;64.6457;-2.78298;
26; -30; -9;-19.9615;80.2692;31;7;32.0337;-2.83432;
27; 1; -2;-19.1852;77.2222;20;3;2.72908;-1.39895;
28; 21; 1;-17.75;74.5;29;-6;20.469;0.0151997;
29; 50; -5;-15.4138;71.7586;13;-14;49.7927;-0.114501;
30; 63; -19;-12.8;68.7333;8;-17;65.4961;-0.305334;
31; 71; -36;-10.0968;65.3548;19;-24;79.4457;-0.480035;
32; 90; -60;-6.96875;61.4375;21;-20;108.108;-0.596041;
33; 111; -80;-3.39394;57.1515;13;-22;136.798;-0.630862;
34; 124; -102;0.352941;52.4706;-5;-18;160.59;-0.693782;
35; 119; -120;3.74286;47.5429;-21;-22;169.116;-0.79469;
36; 98; -142;6.36111;42.2778;-30;-17;172.8;-0.971523;
37; 68; -159;8.02703;36.8378;-38;-8;173.356;-1.17106;
38; 30; -167;8.60526;31.4737;-25;-1;170.258;-1.39685;
39; 5; -168;8.51282;26.359;-28;0;168.748;-1.54432;
40; -23; -168;7.725;21.5;-25;1;170.323;-1.70941;
41; -48; -167;6.36585;16.9024;-9;-1;174.571;-1.85252;
42; -57; -168;4.85714;12.5;-4;0;178.23;-1.89949;
43; -61; -168;3.32558;8.30233;1;5;179.561;-1.92057;
44; -60; -163;1.88636;4.40909;1;0;174.523;-1.92501;
45; -59; -163;0.533333;0.688889;2.08826e-076;1.83629e-023;174.179;-1.91962;
