time;row_1;row_2;row_3;
   1;    0.0377;    0.1920;    0.8561;
   2;    0.0501;    0.2302;    1.0857;
   3;    0.0575;    0.2397;    1.2241;
   4;    0.0584;    0.2209;    1.2656;
   5;    0.0531;    0.1813;    1.2439;
   6;    0.0429;    0.1279;    1.2078;
   7;    0.0289;    0.0628;    1.1894;
   8;    0.0120;   -0.0165;    1.1869;
   9;   -0.0088;   -0.1149;    1.1728;
  10;   -0.0372;   -0.2360;    1.1221;
  11;   -0.0772;   -0.3804;    1.0312;
  12;   -0.1307;   -0.5455;    0.9174;
  13;   -0.1966;   -0.7277;    0.8060;
  14;   -0.2722;   -0.9232;    0.7172;
  15;   -0.3551;   -1.1271;    0.6550;
  16;   -0.4425;   -1.3340;    0.6056;
  17;   -0.5315;   -1.5388;    0.5524;
  18;   -0.6198;   -1.7388;    0.4922;
  19;   -0.7060;   -1.9333;    0.4342;
  20;   -0.7897;   -2.1218;    0.3843;
  21;   -0.8704;   -2.3012;    0.3372;
  22;   -0.9460;   -2.4643;    0.2855;
  23;   -1.0131;   -2.6011;    0.2286;
  24;   -1.0668;   -2.7001;    0.1722;
  25;   -1.1018;   -2.7508;    0.1222;
  26;   -1.1125;   -2.7450;    0.0824;
  27;   -1.0934;   -2.6786;    0.0527;
  28;   -1.0407;   -2.5524;    0.0303;
  29;   -0.9533;   -2.3715;    0.0130;
  30;   -0.8334;   -2.1456;    0.0005;
  31;   -0.6862;   -1.8877;   -0.0082;
  32;   -0.5194;   -1.6126;   -0.0156;
  33;   -0.3413;   -1.3342;   -0.0194;
  34;   -0.1598;   -1.0627;   -0.0108;
  35;    0.0179;   -0.8037;    0.0177;
  36;    0.1858;   -0.5579;    0.0637;
  37;    0.3395;   -0.3234;    0.1156;
  38;    0.4774;   -0.0966;    0.1580;
  39;    0.6004;    0.1262;    0.1769;
  40;    0.7111;    0.3474;    0.1644;
  41;    0.8117;    0.5670;    0.1254;
  42;    0.9020;    0.7824;    0.0737;
  43;    0.9798;    0.9885;    0.0162;
  44;    1.0410;    1.1773;   -0.0642;
  45;    1.0815;    1.3395;   -0.2104;
  46;    1.0973;    1.4662;   -0.4759;
  47;    1.0864;    1.5515;   -0.8958;
  48;    1.0495;    1.5934;   -1.4540;
  49;    0.9913;    1.5944;   -2.0658;
  50;    0.9220;    1.5617;   -2.5952;
  51;    0.8557;    1.5076;   -2.9171;
  52;    0.8048;    1.4473;   -2.9905;
  53;    0.7746;    1.3948;   -2.8811;
  54;    0.7617;    1.3576;   -2.7078;
  55;    0.7586;    1.3363;   -2.5633;
  56;    0.7591;    1.3263;   -2.4784;
  57;    0.7599;    1.3225;   -2.4409;
  58;    0.7604;    1.3213;   -2.4281;
  59;    0.7605;    1.3211;   -2.4246;
  60;    0.7606;    1.3210;   -2.4239;
  61;    0.7606;    1.3210;   -2.4238;
  62;    0.7606;    1.3210;   -2.4238;
  63;    0.7606;    1.3210;   -2.4238;
  64;    0.7606;    1.3210;   -2.4238;
  65;    0.7605;    1.3208;   -2.4235;
  66;    0.7600;    1.3201;   -2.4221;
  67;    0.7579;    1.3164;   -2.4153;
  68;    0.7502;    1.3029;   -2.3906;
  69;    0.7277;    1.2639;   -2.3191;
  70;    0.6766;    1.1751;   -2.1561;
  71;    0.5846;    1.0153;   -1.8630;
  72;    0.4538;    0.7882;   -1.4462;
