time;row_1;row_2;row_3;row_4;
1;-290.2;345.6;401.879;2.29722;
2;-234.2;336.4;359.588;2.19763;
3;-186.2;328.2;326.573;2.09313;
4;-150.4;322.2;304.804;2.00103;
5;-134.6;316.8;293.556;1.95977;
6;-131.2;307.4;283.569;1.96124;
7;-69.2;273.6;232.999;1.76921;
8;-15.8;228.6;183.579;1.53008;
9;22.2;173.2;135.863;1.22951;
10;45.2;108;92.9289;0.742428;
11;56.2;37.2;79.8716;-0.0999856;
12;57;-37.8;115.448;-0.801936;
13;50.4;-116.8;177.941;-1.14392;
14;17.6;-147.6;197.058;-1.36186;
15;6;-175.2;222.308;-1.43874;
16;15;-196.6;244.783;-1.4138;
17;41.2;-203.8;257.185;-1.31741;
18;78.6;-199.8;265.311;-1.1767;
19;80;-220.4;284.946;-1.19992;
20;84.4;-246.8;311.194;-1.21749;
21;55.2;-165.4;224.719;-1.21408;
22;90.8;-73.2;164.392;-0.803895;
