time;row_1;row_2;row_3;row_4;
1;-50.4;351.6;328.007;1.81109;
2;-12.2;354.6;324.044;1.69412;
3;13.4;356;323.298;1.61492;
4;29.8;358.4;325.39;1.56422;
5;-5.6;356.2;324.89;1.67335;
6;-46;350.2;325.624;1.79899;
7;-39.8;341.6;315.871;1.78603;
8;-40.4;323.8;298.642;1.80072;
9;-55;288.8;268.808;1.88337;
10;-81.6;249.8;242.761;2.03765;
11;-113.2;208.4;224.947;2.24746;
12;-149.2;164.4;220.321;2.50268;
13;-184.4;120.4;229.359;2.75073;
14;-216.6;76.2;248.049;2.96661;
15;-198.8;37.6;226.507;3.12136;
16;-173.8;3.8;203.569;-2.99757;
17;-144.4;-22;180.643;-2.83212;
18;-111.2;-40.2;156.981;-2.65637;
19;-76.2;-43.6;129.063;-2.50602;
20;-36.4;-44.6;100.639;-2.26081;
21;7;-45.2;80.8995;-1.82905;
22;53.2;-46.6;83.6125;-1.26039;
23;98.2;-52.6;110.932;-0.881656;
24;139.6;-63.4;147.738;-0.711037;
25;177.2;-78.2;186.363;-0.639477;
26;206.8;-97.4;221.584;-0.629285;
27;230;-120.4;253.925;-0.648739;
28;244.4;-147.4;282.003;-0.694196;
29;248.8;-175.2;303.738;-0.75531;
30;240.8;-202;317.271;-0.834177;
31;217.8;-226.8;321.959;-0.939033;
32;182;-247.4;320.084;-1.06765;
33;183.6;-253.8;326.467;-1.07281;
34;180.8;-265.4;335.416;-1.09667;
35;163.2;-283.6;344.408;-1.16632;
36;114.4;-297.4;341.612;-1.31408;
