time;row_1;row_2;row_3;row_4;
1;2.33731;76.4973;75.0946;1.57336;
2;-1.36337;75.8822;74.5809;1.62302;
3;-5.28529;75.0231;74.0338;1.67655;
4;-9.9138;73.7486;73.4079;1.74113;
5;-20.1962;71.0462;73.2574;1.88622;
6;-31.5325;66.2504;73.249;2.05445;
7;-43.5837;59.7195;74.3455;2.23987;
8;-57.2261;52.5156;78.6336;2.43399;
9;-71.1009;44.6939;85.414;2.61008;
10;-84.3648;36.1447;93.5822;2.76124;
11;-96.1774;26.814;101.925;2.88962;
12;-105.712;16.5533;109.297;3.00253;
13;-112.078;6.62315;114.727;3.09608;
14;-114.435;-3.37329;117.062;-3.10078;
15;-113.881;-13.0805;117.308;-3.01781;
16;-111.287;-22.3186;116.263;-2.93612;
17;-105.14;-31.0691;112.46;-2.84868;
18;-97.2974;-37.8665;107.273;-2.76681;
19;-88.8116;-45.7647;102.801;-2.66492;
20;-80.21;-51.5799;98.2497;-2.57203;
21;-70.8575;-57.8907;94.3472;-2.46202;
22;-59.6266;-62.9806;89.491;-2.33859;
23;-48.9156;-66.8693;85.4852;-2.21655;
24;-37.8286;-70.4408;82.4033;-2.08261;
25;-26.5346;-71.9097;78.8636;-1.94823;
26;-14.5941;-73.5558;76.8898;-1.79538;
27;-3.53678;-73.1769;74.8261;-1.65196;
28;7.29472;-72.0768;73.6341;-1.50604;
29;19.0906;-70.1447;73.4393;-1.34333;
30;30.9453;-67.5281;74.5584;-1.17979;
31;42.4425;-64.6205;77.15;-1.02706;
32;52.5757;-59.8194;79.0746;-0.885506;
33;62.2604;-53.7355;81.2897;-0.74544;
34;70.5596;-46.5439;83.2286;-0.613933;
35;77.8529;-38.7627;85.3633;-0.489887;
36;84.6953;-30.2848;88.0643;-0.368081;
37;91.0101;-21.3833;91.3675;-0.252052;
38;97.0364;-12.8829;95.5805;-0.150026;
39;102.177;-3.96708;99.7923;-0.0538381;
40;106.63;5.22429;104.171;0.0366915;
41;108.827;15.2502;107.195;0.12954;
42;108.21;25.4642;108.385;0.223862;
43;104.809;34.4259;107.479;0.312304;
44;99.3534;42.6045;105.226;0.40232;
45;92.3003;49.6543;101.917;0.493192;
46;83.9118;55.5913;97.7724;0.587437;
47;75.6838;59.9907;93.7233;0.675277;
48;65.0988;62.7395;87.619;0.77545;
49;53.3718;64.9155;81.3559;0.895747;
50;41.0219;66.1588;75.3325;1.03449;
51;37.413;66.7557;74.08;1.0805;
52;26.1174;66.2925;69.0438;1.22214;
