time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.6856;   -0.1705;    0.5770;   -0.7569;   -0.0337;   -0.3387;   -0.4305;    0.3074;    0.0009;   -0.1262;    0.0009;   -0.0480;
   2;    1.6988;   -0.2455;    0.5011;   -0.6639;   -0.0397;   -0.3557;   -0.4056;    0.3000;    0.0196;   -0.1448;   -0.0542;   -0.0521;
   3;    1.7505;   -0.3086;    0.5353;   -0.7158;    0.0401;   -0.3562;   -0.4773;    0.3360;   -0.0003;   -0.2113;   -0.0825;   -0.0371;
   4;    1.6755;   -0.3105;    0.5885;   -0.7099;    0.0947;   -0.3288;   -0.4798;    0.3454;   -0.0426;   -0.2771;   -0.0864;   -0.0012;
   5;    1.6777;   -0.3310;    0.5575;   -0.6918;    0.1671;   -0.2778;   -0.4841;    0.2907;   -0.0814;   -0.3118;   -0.0978;    0.0344;
   6;    1.6866;   -0.3875;    0.5320;   -0.5896;    0.2048;   -0.2811;   -0.5476;    0.2193;   -0.0898;   -0.3165;   -0.0628;    0.0490;
   7;    1.5888;   -0.4083;    0.4384;   -0.4319;    0.2082;   -0.2524;   -0.5011;    0.1463;   -0.0838;   -0.3430;   -0.0514;    0.0861;
   8;    1.5389;   -0.4205;    0.4089;   -0.4244;    0.2372;   -0.1981;   -0.4634;    0.1214;   -0.1061;   -0.3658;   -0.0567;    0.1097;
   9;    1.5353;   -0.4432;    0.3816;   -0.3797;    0.2497;   -0.1124;   -0.4043;    0.0476;   -0.1521;   -0.3663;   -0.0433;    0.1425;
  10;    1.5935;   -0.5175;    0.3474;   -0.3439;    0.2800;   -0.0336;   -0.4101;   -0.0017;   -0.1817;   -0.3654;   -0.0148;    0.1418;
  11;    1.6653;   -0.6078;    0.3115;   -0.2742;    0.2832;   -0.0081;   -0.4033;   -0.0095;   -0.2265;   -0.3534;    0.0264;    0.1132;
  12;    1.5863;   -0.6145;    0.2677;   -0.2398;    0.3378;   -0.0074;   -0.3837;   -0.0213;   -0.2914;   -0.2972;    0.0599;    0.0673;
  13;    1.5452;   -0.6727;    0.4083;   -0.2848;    0.3610;    0.0128;   -0.4107;    0.0015;   -0.3168;   -0.3063;    0.0977;    0.0561;
  14;    1.5079;   -0.6976;    0.4082;   -0.1640;    0.3513;   -0.0255;   -0.4109;    0.0219;   -0.2960;   -0.3093;    0.0875;    0.0250;
  15;    1.4901;   -0.6989;    0.3987;   -0.0640;    0.3670;   -0.0676;   -0.4368;   -0.0066;   -0.2348;   -0.2680;    0.0357;   -0.0104;
  16;    1.4131;   -0.5831;    0.4512;   -0.0225;    0.3470;   -0.1189;   -0.4595;   -0.0105;   -0.1930;   -0.2952;    0.0460;    0.0177;
  17;    1.3465;   -0.5386;    0.5106;    0.1165;    0.3230;   -0.2595;   -0.5141;    0.0235;   -0.1476;   -0.2913;    0.0432;   -0.0163;
  18;    1.4936;   -0.7494;    0.7048;    0.0352;    0.3736;   -0.2184;   -0.6166;   -0.0014;   -0.1221;   -0.2830;    0.0432;   -0.0106;
