time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.0506;   -0.0503;    0.5753;   -0.3815;    0.1495;   -0.2513;   -0.0381;    0.3041;   -0.1428;   -0.3237;   -0.0462;    0.1746;
   2;    1.0899;   -0.0924;    0.4306;   -0.2781;    0.2238;   -0.2073;    0.0191;    0.1630;   -0.2045;   -0.3315;   -0.0449;    0.2345;
   3;    1.1793;   -0.2322;    0.3287;   -0.1269;    0.2196;   -0.1101;    0.0224;    0.0408;   -0.1990;   -0.2626;   -0.1448;    0.2100;
   4;    1.1858;   -0.3621;    0.3938;   -0.1230;    0.3088;   -0.0242;   -0.0715;    0.0221;   -0.2005;   -0.1496;   -0.2840;    0.0968;
   5;    1.1782;   -0.2807;    0.4364;   -0.1237;    0.3172;   -0.0466;   -0.0681;   -0.0258;   -0.2126;   -0.1513;   -0.2537;    0.0933;
   6;    1.1600;   -0.2843;    0.6405;   -0.1413;    0.1619;   -0.0198;   -0.0012;   -0.1642;   -0.2569;   -0.2268;   -0.0787;    0.1968;
   7;    1.1542;   -0.2989;    0.6277;   -0.0110;    0.2069;   -0.1052;    0.0795;   -0.1954;   -0.2959;   -0.2407;   -0.0628;    0.2546;
   8;    1.1673;   -0.2884;    0.5626;    0.1178;    0.2755;   -0.0977;    0.0618;   -0.2296;   -0.3040;   -0.2116;   -0.0218;    0.2073;
   9;    1.1400;   -0.1978;    0.5758;    0.1193;    0.3425;   -0.0127;   -0.0601;   -0.2295;   -0.2348;   -0.2837;    0.0549;    0.1744;
  10;    1.0262;   -0.3110;    0.6484;    0.1756;    0.3424;    0.0721;   -0.1127;   -0.2013;   -0.1922;   -0.3093;    0.0324;    0.1673;
  11;    0.9488;   -0.4633;    0.7690;    0.2568;    0.2764;    0.1174;   -0.1459;   -0.1550;   -0.1779;   -0.3149;   -0.0007;    0.1402;
  12;    0.9193;   -0.4106;    0.8029;    0.2492;    0.2538;    0.1091;   -0.1820;   -0.1322;   -0.1719;   -0.2965;   -0.0013;    0.0394;
  13;    0.9479;   -0.3600;    0.7985;    0.1866;    0.2727;    0.1141;   -0.2231;   -0.1852;   -0.1505;   -0.2423;   -0.0252;   -0.0347;
