time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.8005;    0.3953;    0.4930;   -0.2532;   -0.5165;   -0.3316;    0.1155;    0.0101;    0.0833;   -0.0294;   -0.0048;    0.1086;
   2;    0.7963;    0.3109;    0.5621;   -0.2582;   -0.5170;   -0.3531;    0.1887;   -0.0524;    0.1127;   -0.0677;   -0.0164;    0.1412;
   3;    0.8057;    0.2655;    0.5274;   -0.3227;   -0.3848;   -0.3415;    0.1777;   -0.0590;    0.0757;   -0.0939;   -0.0734;    0.1688;
   4;    0.8003;    0.3030;    0.3359;   -0.3318;   -0.2703;   -0.2658;    0.1992;   -0.0491;    0.0184;   -0.2131;   -0.0515;    0.1313;
   5;    0.7321;    0.3117;    0.2738;   -0.3634;   -0.1506;   -0.2168;    0.1542;   -0.0319;   -0.0395;   -0.2460;   -0.0879;    0.1445;
   6;    0.7814;    0.2196;    0.3412;   -0.3664;   -0.0937;   -0.1679;    0.0779;   -0.0422;   -0.0163;   -0.2894;   -0.1113;    0.1905;
   7;    0.9481;    0.0925;    0.3505;   -0.2681;   -0.0262;   -0.1764;    0.0287;   -0.1549;   -0.0033;   -0.3392;   -0.0443;    0.2418;
   8;    0.9950;    0.0063;    0.3307;   -0.1933;    0.0947;   -0.1488;    0.0203;   -0.2522;   -0.0927;   -0.3325;   -0.0163;    0.2605;
   9;    0.9588;   -0.0306;    0.2886;   -0.0095;    0.1188;   -0.0611;   -0.0641;   -0.4040;   -0.0058;   -0.3694;    0.0263;    0.2322;
  10;    0.9104;   -0.0600;    0.3500;    0.1470;    0.1440;   -0.0291;   -0.1298;   -0.4565;    0.0147;   -0.3033;    0.0364;    0.1438;
  11;    0.7937;   -0.1740;    0.2845;    0.3277;    0.2821;   -0.0765;   -0.1547;   -0.3668;   -0.0401;   -0.2906;    0.0444;    0.0953;
  12;    0.7957;   -0.2509;    0.3020;    0.3594;    0.3495;   -0.1332;   -0.1126;   -0.3711;   -0.0576;   -0.2927;    0.0451;    0.0786;
  13;    0.7305;   -0.2473;    0.3580;    0.3648;    0.3384;   -0.1181;   -0.1003;   -0.3840;   -0.0317;   -0.3373;    0.0329;    0.0757;
  14;    0.7930;   -0.2472;    0.4409;    0.3445;    0.3355;   -0.1606;   -0.1514;   -0.3433;    0.0093;   -0.4010;    0.0200;    0.0876;
  15;    0.6587;   -0.2344;    0.5568;    0.3498;    0.2674;   -0.1508;   -0.2031;   -0.2713;   -0.0024;   -0.4325;    0.0541;    0.0237;
