time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.5372;   -0.0200;    0.2898;   -0.3120;   -0.1199;   -0.4087;   -0.1093;    0.4238;    0.0437;   -0.1261;    0.0684;    0.0480;
   2;    1.5073;   -0.0951;    0.3454;   -0.3561;   -0.0132;   -0.3843;   -0.1534;    0.4323;    0.0083;   -0.1845;    0.0527;    0.0272;
   3;    1.5746;   -0.1006;    0.4521;   -0.3884;   -0.0537;   -0.3454;   -0.1565;    0.3854;   -0.0194;   -0.1843;    0.0981;    0.0480;
   4;    1.5048;   -0.1712;    0.4514;   -0.4120;    0.0136;   -0.2700;   -0.1348;    0.2895;   -0.0392;   -0.1765;    0.0777;    0.1102;
   5;    1.5086;   -0.2915;    0.4324;   -0.4028;    0.0848;   -0.1967;   -0.1541;    0.2222;   -0.0295;   -0.2202;   -0.0200;    0.1768;
   6;    1.6101;   -0.4054;    0.3278;   -0.3061;    0.1151;   -0.1388;   -0.1609;    0.1757;   -0.0144;   -0.2525;   -0.1236;    0.1672;
   7;    1.3796;   -0.2062;    0.0730;   -0.1758;    0.1024;   -0.0655;   -0.1031;    0.0979;   -0.0007;   -0.3792;   -0.1032;    0.2051;
   8;    1.4500;   -0.1789;    0.0714;   -0.1360;    0.1478;    0.0109;   -0.1359;    0.0779;   -0.0918;   -0.4358;   -0.1009;    0.1867;
   9;    1.7140;   -0.3921;    0.2114;   -0.0797;    0.2671;    0.0595;   -0.1884;    0.0508;   -0.1910;   -0.3682;   -0.1047;    0.1045;
  10;    1.5727;   -0.4614;    0.3539;    0.0404;    0.3239;    0.0286;   -0.1215;   -0.1394;   -0.2618;   -0.2024;   -0.0565;    0.1200;
  11;    1.5219;   -0.4167;    0.3697;    0.1119;    0.3536;   -0.0345;   -0.1610;   -0.1483;   -0.2356;   -0.2186;   -0.0076;    0.1494;
  12;    1.4538;   -0.4641;    0.3943;    0.1786;    0.4343;   -0.0881;   -0.2603;   -0.0521;   -0.2688;   -0.1763;    0.0761;    0.0255;
  13;    1.2489;   -0.4939;    0.5508;    0.1629;    0.5051;   -0.1530;   -0.2838;   -0.0427;   -0.2565;   -0.1507;    0.0935;   -0.0060;
  14;    1.1482;   -0.5092;    0.7137;    0.1385;    0.5329;   -0.1584;   -0.3316;   -0.0619;   -0.2026;   -0.1916;    0.0665;    0.0122;
  15;    1.2650;   -0.5537;    0.7059;    0.2535;    0.4536;   -0.1305;   -0.3510;   -0.0939;   -0.1617;   -0.2337;    0.0559;   -0.0001;
  16;    1.2693;   -0.5413;    0.6574;    0.3101;    0.4465;   -0.1292;   -0.3617;   -0.0547;   -0.2007;   -0.2449;    0.0815;   -0.0659;
  17;    1.3141;   -0.5763;    0.6412;    0.3163;    0.4238;   -0.0821;   -0.3821;   -0.0194;   -0.2386;   -0.2517;    0.1162;   -0.1252;
