time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.3048;    0.1065;    0.6738;   -0.4307;   -0.0123;   -0.4638;   -0.2032;    0.3183;    0.0416;   -0.1915;    0.0040;    0.1677;
   2;    1.3913;    0.0683;    0.6614;   -0.4591;   -0.0233;   -0.4130;   -0.1380;    0.3121;   -0.0436;   -0.1984;    0.0246;    0.1173;
   3;    1.3932;    0.0453;    0.6737;   -0.4315;    0.0538;   -0.3620;   -0.1467;    0.2238;   -0.0775;   -0.1731;    0.0140;    0.1444;
   4;    1.3559;   -0.0986;    0.6096;   -0.3929;    0.2191;   -0.2723;   -0.2400;    0.2050;   -0.0179;   -0.1585;   -0.0460;    0.1284;
   5;    1.4371;   -0.1702;    0.5357;   -0.3707;    0.2806;   -0.2249;   -0.2167;    0.2084;   -0.0470;   -0.1791;   -0.1038;    0.0843;
   6;    1.4061;   -0.1713;    0.5819;   -0.4188;    0.2947;   -0.1419;   -0.1615;    0.1514;   -0.0856;   -0.2111;   -0.2522;    0.0763;
   7;    1.2484;   -0.1993;    0.5348;   -0.2795;    0.3143;   -0.1730;   -0.1724;    0.0878;   -0.0800;   -0.2184;   -0.3126;    0.0955;
   8;    1.3739;   -0.3143;    0.4472;   -0.1188;    0.3063;   -0.1477;   -0.1431;   -0.0456;   -0.1322;   -0.1645;   -0.2943;    0.0829;
   9;    1.4570;   -0.3530;    0.4958;   -0.1527;    0.2973;   -0.0586;   -0.0811;   -0.1607;   -0.2220;   -0.1438;   -0.2536;    0.1390;
  10;    1.3357;   -0.2836;    0.4823;   -0.2088;    0.3240;   -0.0394;   -0.0313;   -0.1173;   -0.3396;   -0.2185;   -0.1671;    0.1837;
  11;    1.3453;   -0.2528;    0.4612;   -0.1877;    0.3162;   -0.0242;   -0.0263;   -0.1036;   -0.3878;   -0.1978;   -0.1099;    0.1239;
  12;    1.2825;   -0.2950;    0.5184;   -0.1052;    0.2912;   -0.0604;   -0.0110;   -0.1870;   -0.3514;   -0.1414;   -0.1033;    0.1328;
  13;    1.1137;   -0.2936;    0.4694;   -0.0509;    0.3899;   -0.1686;    0.0427;   -0.2387;   -0.3782;   -0.1192;   -0.0726;    0.1957;
  14;    1.1418;   -0.2966;    0.4126;   -0.0296;    0.4835;   -0.1860;    0.0265;   -0.2272;   -0.3883;   -0.1675;   -0.0318;    0.2337;
  15;    1.3417;   -0.3983;    0.4066;   -0.0007;    0.4859;   -0.1130;   -0.0866;   -0.2173;   -0.2886;   -0.2427;   -0.0653;    0.2501;
  16;    1.2406;   -0.3653;    0.3944;    0.0100;    0.5246;   -0.1209;   -0.0507;   -0.2765;   -0.2708;   -0.1942;   -0.1092;    0.2341;
  17;    1.1326;   -0.3447;    0.5333;   -0.0623;    0.5324;   -0.0378;   -0.1159;   -0.3147;   -0.2363;   -0.1939;   -0.1007;    0.2301;
