time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.5532;   -0.1277;    0.3918;   -0.4386;    0.0924;   -0.3762;   -0.2420;    0.2521;   -0.0689;   -0.2514;    0.0483;    0.1750;
   2;    1.6478;   -0.3208;    0.5953;   -0.5553;    0.0707;   -0.3107;   -0.2971;    0.3117;   -0.1181;   -0.2500;    0.0638;    0.1621;
   3;    1.6889;   -0.3538;    0.5682;   -0.5107;    0.0104;   -0.2524;   -0.2737;    0.2664;   -0.0612;   -0.2557;    0.0419;    0.1696;
   4;    1.5382;   -0.2809;    0.3865;   -0.4408;    0.0124;   -0.2073;   -0.2286;    0.1898;   -0.0238;   -0.2493;   -0.0032;    0.1378;
   5;    1.7224;   -0.4353;    0.3875;   -0.5002;    0.0978;   -0.1664;   -0.2836;    0.1217;   -0.0686;   -0.2151;   -0.0591;    0.1444;
   6;    1.5044;   -0.3923;    0.2422;   -0.3908;    0.0954;   -0.0992;   -0.3068;    0.0629;    0.0235;   -0.2404;   -0.0923;    0.1106;
   7;    1.5994;   -0.5023;    0.2485;   -0.3959;    0.1281;   -0.0666;   -0.3449;    0.0561;    0.0348;   -0.3365;   -0.1224;    0.1673;
   8;    1.6434;   -0.5830;    0.3025;   -0.3620;    0.1389;   -0.0289;   -0.3889;    0.0670;    0.0102;   -0.4127;   -0.0919;    0.1950;
   9;    1.6667;   -0.5740;    0.3052;   -0.3720;    0.1364;    0.0111;   -0.3221;    0.0927;   -0.0522;   -0.5038;   -0.1296;    0.2166;
  10;    1.6525;   -0.5670;    0.2726;   -0.2821;    0.1186;    0.0650;   -0.2837;    0.0054;   -0.0542;   -0.4805;   -0.1908;    0.2090;
  11;    1.5632;   -0.5519;    0.2934;   -0.2937;    0.1888;    0.1139;   -0.3250;   -0.0670;   -0.0524;   -0.4318;   -0.2008;    0.1789;
  12;    1.4384;   -0.5684;    0.3366;   -0.3273;    0.2240;    0.1010;   -0.3431;   -0.0894;   -0.0906;   -0.3911;   -0.1743;    0.1609;
  13;    1.4134;   -0.5384;    0.2820;   -0.2646;    0.2056;    0.0750;   -0.3402;   -0.1143;   -0.1113;   -0.4030;   -0.1222;    0.1806;
  14;    1.4099;   -0.5867;    0.2573;   -0.2205;    0.2097;    0.0937;   -0.4023;   -0.1112;   -0.0898;   -0.4267;   -0.0885;    0.1801;
  15;    1.4376;   -0.6894;    0.3206;   -0.2278;    0.2453;    0.0587;   -0.4487;   -0.0737;   -0.1050;   -0.4252;   -0.0387;    0.1717;
  16;    1.3240;   -0.6548;    0.3903;   -0.2214;    0.3336;   -0.0357;   -0.4642;   -0.0762;   -0.1349;   -0.3608;   -0.0017;    0.1647;
  17;    1.2787;   -0.6815;    0.4571;   -0.1701;    0.3784;   -0.0653;   -0.4660;   -0.1262;   -0.1418;   -0.2866;    0.0042;    0.1630;
  18;    1.1391;   -0.7046;    0.4627;   -0.1134;    0.3572;   -0.0644;   -0.3874;   -0.1591;   -0.1834;   -0.2573;    0.0191;    0.1602;
  19;    1.0206;   -0.6869;    0.4717;   -0.0557;    0.3596;   -0.0912;   -0.3531;   -0.1789;   -0.1836;   -0.2462;    0.0242;    0.1543;
  20;    0.8707;   -0.6374;    0.4245;    0.0253;    0.3985;   -0.1535;   -0.2898;   -0.2118;   -0.2005;   -0.2118;   -0.0010;    0.1492;
  21;    0.7042;   -0.5692;    0.3424;    0.1698;    0.3800;   -0.1907;   -0.1921;   -0.2712;   -0.2295;   -0.1522;   -0.0264;    0.1016;
  22;    0.6524;   -0.5648;    0.3104;    0.2852;    0.3565;   -0.2235;   -0.1047;   -0.3315;   -0.2364;   -0.1320;   -0.0403;    0.0916;
