time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.2982;   -0.1458;    0.6024;   -0.5589;   -0.0633;   -0.3716;    0.0011;    0.2860;   -0.2388;   -0.1888;   -0.0401;    0.1229;
   2;    1.2845;   -0.1154;    0.5095;   -0.5244;   -0.0976;   -0.3526;    0.0803;    0.1826;   -0.2669;   -0.1679;   -0.0497;    0.1242;
   3;    1.3668;   -0.1772;    0.5024;   -0.5717;   -0.0799;   -0.3390;    0.0676;    0.1039;   -0.2761;   -0.1204;   -0.1058;    0.1597;
   4;    1.3728;   -0.1916;    0.4598;   -0.4995;   -0.0397;   -0.3331;   -0.0051;    0.0871;   -0.2474;   -0.1527;   -0.0679;    0.1764;
   5;    1.4176;   -0.1579;    0.5202;   -0.5726;   -0.0394;   -0.2532;   -0.0593;    0.0487;   -0.2826;   -0.2066;   -0.0039;    0.1694;
   6;    1.4178;   -0.0994;    0.4711;   -0.5950;    0.1102;   -0.3372;   -0.1156;    0.0691;   -0.3742;   -0.2160;    0.0127;    0.1774;
   7;    1.3504;   -0.1339;    0.4433;   -0.4523;    0.1594;   -0.3520;   -0.1565;   -0.0131;   -0.3402;   -0.2200;    0.0224;    0.2085;
   8;    1.3062;   -0.1973;    0.4094;   -0.3640;    0.2291;   -0.3422;   -0.1948;   -0.0683;   -0.2510;   -0.2184;   -0.0505;    0.2517;
   9;    1.4188;   -0.2211;    0.3379;   -0.2826;    0.2858;   -0.3493;   -0.2463;   -0.0537;   -0.2787;   -0.2891;   -0.0022;    0.2712;
  10;    1.5618;   -0.3413;    0.5328;   -0.3380;    0.2767;   -0.2549;   -0.3217;   -0.0260;   -0.3287;   -0.3061;    0.0239;    0.2588;
  11;    1.2855;   -0.2504;    0.4853;   -0.2797;    0.2932;   -0.2227;   -0.2937;   -0.0151;   -0.2469;   -0.3362;    0.0257;    0.2201;
  12;    1.1608;   -0.3137;    0.4797;   -0.1648;    0.2695;   -0.1740;   -0.3027;   -0.0525;   -0.2051;   -0.3753;    0.0629;    0.2401;
  13;    1.3411;   -0.4350;    0.5304;   -0.1269;    0.3185;   -0.1349;   -0.3833;   -0.1191;   -0.2112;   -0.3338;    0.0991;    0.2315;
  14;    1.3825;   -0.4048;    0.4716;   -0.0634;    0.3696;   -0.1619;   -0.4123;   -0.1633;   -0.1818;   -0.2987;    0.0799;    0.1856;
  15;    1.3395;   -0.4811;    0.5708;   -0.0474;    0.4145;   -0.2029;   -0.4424;   -0.1425;   -0.1821;   -0.2668;    0.0485;    0.1524;
  16;    1.1212;   -0.4876;    0.6157;   -0.0694;    0.4256;   -0.2010;   -0.3489;   -0.1459;   -0.2542;   -0.2415;    0.0670;    0.1418;
  17;    1.0829;   -0.5645;    0.6855;   -0.0567;    0.4193;   -0.1361;   -0.3485;   -0.1817;   -0.2708;   -0.2060;    0.0762;    0.1133;
  18;    0.9677;   -0.5201;    0.7269;   -0.0281;    0.3749;   -0.0202;   -0.3625;   -0.2606;   -0.2211;   -0.1866;    0.0771;    0.0180;
  19;    0.9397;   -0.5007;    0.7620;    0.0051;    0.3609;   -0.0483;   -0.3787;   -0.2256;   -0.2264;   -0.2186;    0.0961;   -0.0418;
  20;    0.8958;   -0.5316;    0.8183;    0.0255;    0.3564;   -0.0838;   -0.3851;   -0.1572;   -0.2345;   -0.2539;    0.0783;   -0.0586;
  21;    0.9713;   -0.6247;    0.9098;    0.0275;    0.3385;   -0.0515;   -0.4433;   -0.1153;   -0.2321;   -0.2622;    0.0879;   -0.1096;
  22;    0.8938;   -0.5893;    0.8893;    0.1226;    0.3025;   -0.0128;   -0.4207;   -0.1101;   -0.2151;   -0.2714;    0.0956;   -0.1346;
