time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.3168;    0.2090;    0.2473;   -0.1223;   -0.2919;   -0.5384;    0.0383;    0.0285;   -0.1656;   -0.1451;    0.1126;    0.1082;
   2;    1.5466;    0.1539;    0.2086;   -0.1265;   -0.3471;   -0.5755;    0.1291;    0.0299;   -0.1209;   -0.0778;    0.0378;    0.0808;
   3;    1.6089;   -0.0180;    0.3409;   -0.1612;   -0.4936;   -0.4382;    0.0731;    0.0376;   -0.0383;   -0.1692;    0.0282;    0.1093;
   4;    1.5005;   -0.0284;    0.4373;   -0.3340;   -0.4330;   -0.3489;    0.0775;    0.0093;   -0.0369;   -0.2345;    0.0216;    0.1627;
   5;    1.3110;   -0.0301;    0.5076;   -0.4917;   -0.3606;   -0.2907;    0.1331;   -0.0113;   -0.1032;   -0.1716;   -0.0333;    0.1128;
   6;    1.3211;   -0.0438;    0.3250;   -0.3203;   -0.3659;   -0.2369;    0.0574;   -0.0293;   -0.0952;   -0.2674;    0.0035;    0.1210;
   7;    1.4502;   -0.0808;    0.2044;   -0.1495;   -0.3416;   -0.2156;   -0.0774;   -0.0060;   -0.1214;   -0.3760;    0.0666;    0.2104;
   8;    1.5318;   -0.1560;    0.1909;   -0.1640;   -0.2313;   -0.1933;   -0.2378;    0.0274;   -0.1134;   -0.3994;    0.0678;    0.2355;
   9;    1.6342;   -0.3441;    0.2160;   -0.1781;   -0.1650;   -0.1064;   -0.3027;   -0.0024;   -0.1027;   -0.3865;    0.0360;    0.2359;
  10;    1.7800;   -0.5324;    0.2100;   -0.1502;   -0.1271;   -0.0354;   -0.2350;   -0.0508;   -0.1370;   -0.3914;   -0.0237;    0.2654;
  11;    1.8621;   -0.7079;    0.1844;    0.0329;   -0.1256;   -0.0296;   -0.1999;   -0.0752;   -0.1826;   -0.3686;   -0.0165;    0.2845;
  12;    1.7882;   -0.7687;    0.2831;    0.0815;    0.0439;   -0.2049;   -0.1899;   -0.1222;   -0.2737;   -0.2382;    0.0490;    0.2236;
  13;    1.5584;   -0.6472;    0.1824;    0.1677;    0.1928;   -0.2988;   -0.2221;   -0.1797;   -0.2461;   -0.1702;    0.0312;    0.1964;
  14;    1.5276;   -0.6190;    0.1331;    0.1851;    0.2129;   -0.2261;   -0.2449;   -0.2354;   -0.2332;   -0.1593;    0.0285;    0.1524;
  15;    1.8006;   -0.7909;    0.3265;    0.1127;    0.1876;   -0.2014;   -0.2419;   -0.2616;   -0.2888;   -0.1373;   -0.0121;    0.1342;
  16;    1.5479;   -0.7083;    0.2307;    0.3011;    0.1399;   -0.2071;   -0.2392;   -0.2576;   -0.2386;   -0.1791;   -0.0114;    0.0813;
  17;    1.6119;   -0.8219;    0.3649;    0.2717;    0.1148;   -0.1958;   -0.2679;   -0.2427;   -0.2494;   -0.1952;    0.0059;    0.0867;
  18;    1.6065;   -0.8505;    0.5106;    0.2626;    0.0900;   -0.1424;   -0.2928;   -0.2847;   -0.2255;   -0.1948;    0.0137;    0.1085;
  19;    1.5232;   -0.8300;    0.3681;    0.3817;    0.1334;   -0.1421;   -0.2838;   -0.2750;   -0.2233;   -0.1578;    0.0170;    0.0470;
  20;    1.4265;   -0.8774;    0.4747;    0.3892;    0.1975;   -0.1837;   -0.2935;   -0.2175;   -0.2278;   -0.1546;    0.0194;    0.0285;
  21;    1.3138;   -0.7849;    0.5623;    0.3999;    0.1815;   -0.1496;   -0.2825;   -0.2471;   -0.1749;   -0.1644;   -0.0055;    0.0566;
  22;    1.4456;   -0.7155;    0.5587;    0.4526;    0.1801;   -0.1423;   -0.2384;   -0.2845;   -0.1728;   -0.1588;   -0.0097;    0.0760;
  23;    1.6225;   -0.7638;    0.6440;    0.3899;    0.2305;   -0.1213;   -0.3044;   -0.2414;   -0.1807;   -0.1596;    0.0105;    0.0526;
