time;row_1;row_2;row_3;row_4;
1;-33.2;196.6;201.092;1.73738;
2;-56.2;194.4;204.042;1.85057;
3;-75.6;190;206.129;1.94707;
4;-95.6;185.2;210.004;2.0442;
5;-113.6;179.4;213.864;2.13158;
6;-129.8;172.4;217.253;2.21195;
7;-175;160;238.38;2.39606;
8;-220.8;145;265.216;2.55543;
9;-263.2;124.8;292.155;2.69376;
10;-300.4;102.2;317.999;2.80872;
11;-331.8;76.6;341.056;2.90992;
12;-355.2;49.6;359.029;2.99819;
13;-373.6;21.8;374.483;3.07878;
14;-384;-6.2;384.17;-3.1299;
15;-388.8;-33;390.201;-3.06131;
16;-387.6;-57.8;391.78;-2.99793;
17;-380;-81.8;388.49;-2.93394;
18;-366.6;-104.4;380.85;-2.86857;
19;-347.4;-123.6;368.299;-2.80427;
20;-323.6;-140;352.044;-2.73789;
21;-295.6;-152.6;332.013;-2.66981;
22;-266;-162;310.687;-2.5995;
23;-229.8;-170;284.95;-2.50979;
24;-188.8;-177;257.735;-2.39366;
25;-143.8;-182.8;231.331;-2.2424;
26;-96.2;-187.6;209.375;-2.04896;
27;-45.4;-188.8;192.556;-1.80958;
28;7.8;-189.6;188.048;-1.53007;
29;63;-188.4;196.989;-1.24603;
30;118.2;-184.2;217.349;-0.996596;
31;171;-177.4;245.07;-0.799352;
32;221;-168.2;276.581;-0.64596;
33;264.2;-153.2;304.426;-0.520866;
34;301.4;-135.4;329.589;-0.417671;
35;332;-115;350.661;-0.328983;
36;358.4;-92.6;369.606;-0.248464;
37;378.2;-68;383.824;-0.173585;
38;391.6;-39.6;393.286;-0.096497;
39;399.4;-10.2;399.346;-0.0212664;
40;399.6;18.4;399.962;0.050296;
41;393.8;46.4;396.585;0.121605;
42;379.8;74.2;387.17;0.197337;
43;362.2;98.4;375.641;0.269759;
44;335.8;122.8;358.004;0.355206;
45;303;144.4;336.258;0.449496;
46;267;163.2;313.699;0.553525;
47;264.2;168.8;314.322;0.573365;
48;253.4;176.6;309.729;0.613447;
49;227;188.6;296.109;0.698011;
50;182.8;204.2;275.248;0.845168;
