time;row_1;row_2;row_3;row_4;
1;-47.8;258.6;287.576;1.73423;
2;-66.2;260.4;292.891;1.79526;
3;-91;259;298.054;1.87751;
4;-118.8;254.4;303.347;1.96959;
5;-144;247.6;307.954;2.05367;
6;-166.2;237.8;310.528;2.13172;
7;-209.8;227.8;327.985;2.26086;
8;-255.4;211;347.1;2.39338;
9;-299.8;189.6;367.955;2.51842;
10;-340.2;159.2;386.048;2.64377;
11;-374.6;126.4;403.157;2.75623;
12;-400.4;88.6;415.272;2.86415;
13;-416.2;45.8;421.209;2.97236;
14;-421.8;0.6;421.578;3.08049;
15;-420.6;-44.2;420.024;-3.09621;
16;-412;-88.6;415.861;-2.9884;
17;-394.2;-132.4;407.558;-2.87529;
18;-368;-173.4;395.806;-2.75766;
19;-333.6;-212.4;381.683;-2.62881;
20;-294.2;-245.2;366.587;-2.49774;
21;-250.6;-275;353.163;-2.35566;
22;-203.4;-298.8;340.368;-2.2076;
23;-152.2;-314.6;326.564;-2.05215;
24;-99.2;-325.2;315.714;-1.88706;
25;-45;-330.6;308.608;-1.71383;
26;9.8;-331.2;306.247;-1.53549;
27;64.2;-326.2;308.038;-1.35749;
28;118;-316.2;314.447;-1.18265;
29;168.8;-302.2;324.954;-1.02094;
30;218.2;-282.8;338.289;-0.86585;
31;266.2;-260.4;356.014;-0.721893;
32;310;-236.4;375.973;-0.596672;
33;349.4;-210;396.18;-0.48544;
34;384.8;-180;415.727;-0.381697;
35;413.2;-142.6;430.54;-0.276315;
36;434;-101;441.573;-0.172643;
37;443.4;-54.8;445.397;-0.0666338;
38;440;-6.6;441.398;0.0420231;
39;425.2;43.4;431.685;0.159456;
40;401.2;92.6;419.089;0.284785;
41;366.6;141.6;403.658;0.425835;
42;327.2;188;391.345;0.575963;
43;326;203;398.728;0.609159;
44;312;231.8;404.962;0.687345;
45;276.6;265.8;402.138;0.808848;
46;224;301.2;396.395;0.967163;
